period_id,variant,m15_wave1_age_bars,m15_required_light_pass,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,fib_deep,18,true,2,0,0.0,-18.369999999999997,0,-18.369999999999997,0.0,-0.7352000000000001,-0.36760000000000004,0.0,18.369999999999997,0.18369999999999997,-1.0,0,0.0,0,0.0,2,1.0,0.50405,0.40645000000000003,0.5,0.5,0.0,0.0,0.0
full2025_validation,fib_deep,19,true,1,0,0.0,-8.52,0,-8.52,0.0,-0.3747,-0.3747,0.0,8.52,0.0852,-1.0,0,0.0,0,0.0,1,1.0,0.3799,0.3747,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_deep,2,true,2,1,0.5,6.469999999999999,32.68,-26.21,1.2468523464326593,0.2197,0.10985,1.2028062401920059,26.21,0.2621,0.24685234643265924,1,0.5,1,0.5,0,0.0,0.95705,0.8181499999999999,1.0,0.5,0.5,0.5,0.0
full2025_validation,fib_deep,20,true,2,0,0.0,-25.85,0,-25.85,0.0,-1.0606,-0.5303,0.0,25.85,0.2585,-1.0,0,0.0,0,0.0,2,1.0,0.2652,0.5303,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_deep,21,true,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_deep,22,true,1,1,1.0,32.72,32.72,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3121,0.6208,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_deep,24,true,1,1,1.0,4.95,4.95,0,inf,0.209,0.209,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9344,0.6762,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_deep,3,true,4,1,0.25,-31.689999999999998,32.5,-64.19,0.5063093939866022,-1.2841999999999998,-0.32104999999999995,0.5054873117948323,64.19,0.6418999999999999,-0.4936906060133977,2,0.5,1,0.25,1,0.25,0.6125499999999999,0.762075,0.5,0.25,0.25,0.25,0.0
full2025_validation,fib_deep,4,true,1,0,0.0,-10.96,0,-10.96,0.0,-0.4369,-0.4369,0.0,10.96,0.10960000000000002,-1.0,0,0.0,0,0.0,1,1.0,0.9563,0.5243,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_deep,5,true,1,0,0.0,-4.49,0,-4.49,0.0,-0.1815,-0.1815,0.0,4.49,0.0449,-1.0,0,0.0,0,0.0,1,1.0,0.8427,0.1976,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_deep,6,true,4,1,0.25,-20.080000000000002,32.62,-52.7,0.6189753320683111,-0.9158000000000002,-0.22895000000000004,0.5861913153495097,52.7,0.527,-0.3810246679316888,2,0.5,1,0.25,1,0.25,0.45464999999999994,0.697675,0.25,0.25,0.25,0.0,0.0
full2025_validation,fib_deep,7,true,4,1,0.25,-32.67,17.19,-49.86,0.3447653429602888,-1.3352999999999997,-0.3338249999999999,0.3423463356973996,49.86,0.4986,-0.6552346570397113,0,0.0,0,0.0,4,1.0,0.68325,0.7217,0.75,0.25,0.25,0.0,0.0
full2025_validation,fib_deep,9,true,1,1,1.0,11.0,11.0,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,0,false,88,19,0.2159090909090909,-376.11000000000007,427.36,-803.4700000000001,0.531892914483428,-16.133100000000002,-0.18333068181818185,0.5304330362600196,413.14000000000016,4.131400000000002,-0.9103693663165027,7,0.07954545454545454,12,0.13636363636363635,69,0.7840909090909091,0.6069931818181821,0.5119886363636366,0.4772727272727273,0.3181818181818182,0.23863636363636365,0.13636363636363635,0.011363636363636364
full2025_validation,fib_shallow,0,true,3,2,0.6666666666666666,59.0,62.04,-3.04,20.407894736842106,2.4856,0.8285333333333332,19.480297397769515,3.039999999999999,0.03039999999999999,19.40789473684211,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.0442333333333333,0.1569,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
full2025_validation,fib_shallow,1,false,6,2,0.3333333333333333,1.4400000000000013,39.03,-37.59,1.0383080606544293,-0.04560000000000014,-0.007600000000000023,0.9725450057197904,37.59,0.3759,0.0383080606544294,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0.49573333333333336,0.4714833333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
full2025_validation,fib_shallow,1,true,6,3,0.5,34.769999999999996,92.12,-57.349999999999994,1.6062772449869227,1.511,0.2518333333333333,1.6251810170052547,24.6,0.246,1.4134146341463412,2,0.3333333333333333,3,0.5,1,0.16666666666666666,0.8259166666666667,0.6547833333333334,0.6666666666666666,0.5,0.5,0.3333333333333333,0.0
full2025_validation,fib_shallow,10,false,1,0,0.0,-24.54,0,-24.54,0.0,-1.0099,-1.0099,0.0,24.54,0.2454,-1.0,1,1.0,0,0.0,0,0.0,0.1333,1.0099,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,10,true,1,1,1.0,30.56,30.56,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.4755,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_shallow,11,true,1,0,0.0,-6.82,0,-6.82,0.0,-0.2952,-0.2952,0.0,6.82,0.0682,-1.0,0,0.0,0,0.0,1,1.0,1.2952,0.581,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_shallow,13,true,1,1,1.0,14.28,14.28,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_shallow,14,false,1,0,0.0,-23.24,0,-23.24,0.0,-1.0,-1.0,0.0,23.24,0.23239999999999997,-1.0,1,1.0,0,0.0,0,0.0,1.0542,1.0,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_shallow,14,true,1,1,1.0,31.36,31.36,0,inf,1.3176,1.3176,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3765,0.1706,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_shallow,15,true,2,1,0.5,23.35,30.75,-7.4,4.155405405405405,0.9867000000000001,0.49335000000000007,4.093103448275862,7.399999999999999,0.07399999999999998,3.155405405405406,0,0.0,1,0.5,1,0.5,0.8933000000000001,0.1864,0.5,0.5,0.5,0.5,0.0
full2025_validation,fib_shallow,16,true,1,0,0.0,-6.57,0,-6.57,0.0,-0.293,-0.293,0.0,6.57,0.06570000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.0215,0.3952,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,17,true,1,0,0.0,-11.68,0,-11.68,0.0,-0.4843,-0.4843,0.0,11.68,0.1168,-1.0,0,0.0,0,0.0,1,1.0,0.435,0.6368,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,18,false,1,0,0.0,-22.64,0,-22.64,0.0,-1.0,-1.0,0.0,22.64,0.2264,-1.0,1,1.0,0,0.0,0,0.0,0.2544,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,18,true,2,0,0.0,-18.009999999999998,0,-18.009999999999998,0.0,-0.7352000000000001,-0.36760000000000004,0.0,18.009999999999998,0.18009999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.50405,0.40645000000000003,0.5,0.5,0.0,0.0,0.0
full2025_validation,fib_shallow,19,true,1,0,0.0,-8.52,0,-8.52,0.0,-0.3747,-0.3747,0.0,8.52,0.0852,-1.0,0,0.0,0,0.0,1,1.0,0.3799,0.3747,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,2,false,1,0,0.0,-11.78,0,-11.78,0.0,-0.4871,-0.4871,0.0,11.78,0.1178,-1.0,0,0.0,0,0.0,1,1.0,0.6199,0.6384,1.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,2,true,2,1,0.5,5.800000000000001,30.96,-25.16,1.230524642289348,0.2197,0.10985,1.2028062401920059,25.16,0.2516,0.2305246422893482,1,0.5,1,0.5,0,0.0,0.95705,0.8181499999999999,1.0,0.5,0.5,0.5,0.0
full2025_validation,fib_shallow,20,true,2,0,0.0,-25.310000000000002,0,-25.310000000000002,0.0,-1.0606,-0.5303,0.0,25.310000000000002,0.25310000000000005,-1.0,0,0.0,0,0.0,2,1.0,0.2652,0.5303,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,21,true,1,1,1.0,29.17,29.17,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_shallow,22,false,1,0,0.0,-22.33,0,-22.33,0.0,-1.0,-1.0,0.0,22.33,0.22329999999999997,-1.0,1,1.0,0,0.0,0,0.0,0.798,1.0,1.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,22,true,1,1,1.0,30.21,30.21,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3121,0.6208,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_shallow,24,true,1,1,1.0,4.95,4.95,0,inf,0.209,0.209,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9344,0.6762,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_shallow,28,false,1,0,0.0,-9.18,0,-9.18,0.0,-0.3934,-0.3934,0.0,9.18,0.09179999999999999,-1.0,0,0.0,0,0.0,1,1.0,0.123,0.7213,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,3,false,3,1,0.3333333333333333,-0.3200000000000012,29.93,-30.25,0.9894214876033057,0.025000000000000133,0.008333333333333378,1.0193109840877492,23.71,0.23710000000000003,-0.013496415014761752,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.8642666666666666,0.5989,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
full2025_validation,fib_shallow,3,true,4,1,0.25,-33.61,30.06,-63.67,0.472121878435684,-1.2841999999999998,-0.32104999999999995,0.5054873117948323,63.67,0.6367,-0.527878121564316,2,0.5,1,0.25,1,0.25,0.6125499999999999,0.762075,0.5,0.25,0.25,0.25,0.0
full2025_validation,fib_shallow,4,true,1,0,0.0,-10.96,0,-10.96,0.0,-0.4369,-0.4369,0.0,10.96,0.10960000000000002,-1.0,0,0.0,0,0.0,1,1.0,0.9563,0.5243,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_shallow,5,false,3,0,0.0,-45.660000000000004,0,-45.660000000000004,0.0,-1.9570999999999998,-0.6523666666666667,0.0,45.660000000000004,0.45660000000000006,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0.7125666666666667,0.7668333333333334,1.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,5,true,1,0,0.0,-4.49,0,-4.49,0.0,-0.1815,-0.1815,0.0,4.49,0.0449,-1.0,0,0.0,0,0.0,1,1.0,0.8427,0.1976,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_shallow,6,true,4,1,0.25,-21.65,31.07,-52.72,0.5893399089529591,-0.9158000000000002,-0.22895000000000004,0.5861913153495097,52.72,0.5272,-0.41066009104704093,2,0.5,1,0.25,1,0.25,0.45464999999999994,0.697675,0.25,0.25,0.25,0.0,0.0
full2025_validation,fib_shallow,7,true,2,0,0.0,-26.57,0,-26.57,0.0,-1.1596,-0.5798,0.0,26.57,0.2657,-1.0,0,0.0,0,0.0,2,1.0,0.46065,0.792,0.5,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,8,false,1,0,0.0,-13.76,0,-13.76,0.0,-0.5749,-0.5749,0.0,13.76,0.1376,-1.0,0,0.0,0,0.0,1,1.0,0.1655,0.5749,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,9,false,2,0,0.0,-21.59,0,-21.59,0.0,-0.9137,-0.45685,0.0,21.59,0.21589999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.2688,0.47905,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,9,true,1,1,1.0,11.11,11.11,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
full2025_validation,highq,-1,false,20,4,0.2,-105.1,64.49,-169.59,0.3802700630933427,-4.521,-0.22605,0.3847472850493999,132.97,1.3296999999999999,-0.7904038504925923,2,0.1,2,0.1,16,0.8,0.55112,0.460225,0.6,0.2,0.15,0.0,0.0
full2025_validation,highq,0,false,151,34,0.2251655629139073,-524.4200000000001,852.1099999999997,-1376.5300000000002,0.6190275547935749,-22.033199999999983,-0.14591523178807936,0.6291624799923252,561.46,5.6146,-0.9340291383179569,16,0.10596026490066225,27,0.17880794701986755,108,0.7152317880794702,0.6455774834437084,0.5715384105960265,0.5298013245033113,0.3509933774834437,0.2847682119205298,0.15894039735099338,0.006622516556291391
full2025_validation,highq,0,true,3,1,0.3333333333333333,17.15,31.32,-14.17,2.21030345800988,0.68,0.22666666666666668,2.095890410958904,14.170000000000002,0.14170000000000002,1.2103034580098797,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.0063,0.23813333333333334,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
full2025_validation,highq,1,false,10,5,0.5,67.42000000000002,127.08000000000001,-59.660000000000004,2.1300703989272547,3.0749999999999997,0.3075,2.190337939844385,41.099999999999994,0.4109999999999999,1.6403892944038936,0,0.0,4,0.4,6,0.6,0.79805,0.5586800000000001,0.6,0.5,0.5,0.4,0.0
full2025_validation,highq,1,true,4,2,0.5,29.679999999999996,62.44,-32.76,1.905982905982906,1.2122,0.30305,1.8555296774648882,23.38,0.23379999999999998,1.2694610778443112,1,0.25,2,0.5,1,0.25,0.894325,0.6651,0.75,0.5,0.5,0.5,0.0
full2025_validation,highq,10,false,1,0,0.0,-15.36,0,-15.36,0.0,-0.6982,-0.6982,0.0,15.36,0.15360000000000001,-1.0,0,0.0,0,0.0,1,1.0,1.1745,0.6982,1.0,1.0,1.0,0.0,0.0
full2025_validation,highq,10,true,1,1,1.0,30.56,30.56,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.4755,1.0,1.0,1.0,0.0,0.0
full2025_validation,highq,11,false,1,0,0.0,-6.58,0,-6.58,0.0,-0.2834,-0.2834,0.0,6.58,0.06580000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.1959,0.4631,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,12,false,1,1,1.0,17.56,17.56,0,inf,0.7714,0.7714,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9571,0.4143,1.0,1.0,0.0,0.0,0.0
full2025_validation,highq,13,false,2,1,0.5,14.33,28.89,-14.56,1.9842032967032968,0.6382,0.3191,1.9572521373931304,14.56,0.1456,0.9842032967032966,0,0.0,1,0.5,1,0.5,0.919,0.5597,1.0,0.5,0.5,0.5,0.0
full2025_validation,highq,13,true,1,1,1.0,14.28,14.28,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,highq,14,false,1,0,0.0,-23.24,0,-23.24,0.0,-1.0,-1.0,0.0,23.24,0.23239999999999997,-1.0,1,1.0,0,0.0,0,0.0,1.0542,1.0,1.0,1.0,1.0,0.0,0.0
full2025_validation,highq,15,true,2,1,0.5,23.35,30.75,-7.4,4.155405405405405,0.9867000000000001,0.49335000000000007,4.093103448275862,7.399999999999999,0.07399999999999998,3.155405405405406,0,0.0,1,0.5,1,0.5,0.8933000000000001,0.1864,0.5,0.5,0.5,0.5,0.0
full2025_validation,highq,16,false,1,1,1.0,1.05,1.05,0,inf,0.0454,0.0454,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.1443,0.5959,1.0,1.0,1.0,0.0,0.0
full2025_validation,highq,16,true,1,0,0.0,-6.66,0,-6.66,0.0,-0.293,-0.293,0.0,6.66,0.0666,-1.0,0,0.0,0,0.0,1,1.0,0.0215,0.3952,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,17,false,2,0,0.0,-18.8,0,-18.8,0.0,-0.8171999999999999,-0.40859999999999996,0.0,18.8,0.18800000000000003,-1.0,0,0.0,0,0.0,2,1.0,0.4268,0.42,0.5,0.0,0.0,0.0,0.0
full2025_validation,highq,18,true,2,0,0.0,-17.32,0,-17.32,0.0,-0.7352000000000001,-0.36760000000000004,0.0,17.32,0.1732,-1.0,0,0.0,0,0.0,2,1.0,0.50405,0.40645000000000003,0.5,0.5,0.0,0.0,0.0
full2025_validation,highq,19,true,1,0,0.0,-8.52,0,-8.52,0.0,-0.3747,-0.3747,0.0,8.52,0.0852,-1.0,0,0.0,0,0.0,1,1.0,0.3799,0.3747,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,2,false,4,0,0.0,-62.400000000000006,0,-62.400000000000006,0.0,-2.7693000000000003,-0.6923250000000001,0.0,62.400000000000006,0.6240000000000001,-1.0,2,0.5,0,0.0,2,0.5,0.52335,0.712125,0.75,0.25,0.0,0.0,0.0
full2025_validation,highq,2,true,1,1,1.0,30.96,30.96,0,inf,1.303,1.303,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.303,0.553,1.0,1.0,1.0,1.0,0.0
full2025_validation,highq,20,true,1,0,0.0,-7.05,0,-7.05,0.0,-0.3059,-0.3059,0.0,7.05,0.07050000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.1216,0.3059,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,21,true,1,1,1.0,29.17,29.17,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,highq,22,true,1,1,1.0,30.21,30.21,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3121,0.6208,1.0,1.0,1.0,1.0,0.0
full2025_validation,highq,24,false,1,1,1.0,13.25,13.25,0,inf,0.6102,0.6102,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.1757,0.5527,1.0,1.0,1.0,0.0,0.0
full2025_validation,highq,26,false,1,0,0.0,-6.15,0,-6.15,0.0,-0.2574,-0.2574,0.0,6.15,0.0615,-1.0,0,0.0,0,0.0,1,1.0,0.4079,0.299,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,27,false,1,0,0.0,-11.67,0,-11.67,0.0,-0.5166,-0.5166,0.0,11.67,0.11670000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.1169,0.6587,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,3,false,7,2,0.2857142857142857,-56.550000000000004,34.98,-91.53,0.3821697803998689,-2.3194999999999997,-0.3313571428571428,0.39903098766711576,56.550000000000004,0.5655,-1.0,2,0.2857142857142857,1,0.14285714285714285,4,0.5714285714285714,0.6844571428571429,0.7149714285714286,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0
full2025_validation,highq,3,true,2,1,0.5,15.92,29.91,-13.99,2.13795568263045,0.7201,0.36005,2.2151535605804926,13.99,0.1399,1.1379556826304502,0,0.0,1,0.5,1,0.5,0.986,0.522,1.0,0.5,0.5,0.5,0.0
full2025_validation,highq,4,false,4,1,0.25,-13.329999999999997,29.44,-42.769999999999996,0.6883329436520926,-0.5365,-0.134125,0.7071986028488785,31.74,0.31739999999999996,-0.41997479521109,1,0.25,1,0.25,2,0.5,0.7860999999999999,0.614425,0.75,0.5,0.25,0.0,0.0
full2025_validation,highq,5,false,3,0,0.0,-20.72,0,-20.72,0.0,-0.8631,-0.2877,0.0,20.72,0.2072,-1.0,0,0.0,0,0.0,3,1.0,0.4817333333333333,0.49846666666666667,0.6666666666666666,0.0,0.0,0.0,0.0
full2025_validation,highq,5,true,1,0,0.0,-4.19,0,-4.19,0.0,-0.1815,-0.1815,0.0,4.19,0.04190000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.8427,0.1976,1.0,1.0,0.0,0.0,0.0
full2025_validation,highq,6,false,1,0,0.0,-4.4,0,-4.4,0.0,-0.1951,-0.1951,0.0,4.4,0.044000000000000004,-1.0,0,0.0,0,0.0,1,1.0,0.8963,0.3887,1.0,1.0,0.0,0.0,0.0
full2025_validation,highq,6,true,2,0,0.0,-28.48,0,-28.48,0.0,-1.2131,-0.60655,0.0,28.48,0.2848,-1.0,1,0.5,0,0.0,1,0.5,0.1463,0.6332,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,7,false,1,0,0.0,-9.86,0,-9.86,0.0,-0.4352,-0.4352,0.0,9.86,0.0986,-1.0,0,0.0,0,0.0,1,1.0,0.0833,0.4506,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,7,true,2,0,0.0,-33.47,0,-33.47,0.0,-1.4668999999999999,-0.7334499999999999,0.0,33.47,0.3347,-1.0,0,0.0,0,0.0,2,1.0,0.43255,0.8886000000000001,0.5,0.0,0.0,0.0,0.0
full2025_validation,highq,8,false,3,1,0.3333333333333333,-10.910000000000002,11.87,-22.78,0.5210711150131694,-0.508,-0.16933333333333334,0.5000492077551422,12.31,0.12310000000000001,-0.8862713241267264,0,0.0,0,0.0,3,1.0,0.4008333333333333,0.4608999999999999,0.3333333333333333,0.0,0.0,0.0,0.0
full2025_validation,highq,9,true,1,1,1.0,11.21,11.21,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
full2025_validation,light,0,true,7,2,0.2857142857142857,31.949999999999996,63.879999999999995,-31.93,2.0006263701847793,1.2986000000000004,0.18551428571428577,1.982671206961786,18.29,0.18289999999999998,1.7468562055768178,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0.7744714285714285,0.23681428571428573,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0
full2025_validation,light,1,true,9,5,0.5555555555555556,95.88999999999999,159.47,-63.58,2.508178672538534,3.9955,0.4439444444444444,2.558125024373123,25.480000000000004,0.2548,3.7633437990580836,2,0.2222222222222222,5,0.5555555555555556,2,0.2222222222222222,0.9833555555555554,0.5579333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0
full2025_validation,light,10,true,1,1,1.0,32.36,32.36,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.4755,1.0,1.0,1.0,0.0,0.0
full2025_validation,light,11,true,1,0,0.0,-7.13,0,-7.13,0.0,-0.2952,-0.2952,0.0,7.13,0.0713,-1.0,0,0.0,0,0.0,1,1.0,1.2952,0.581,1.0,1.0,1.0,0.0,0.0
full2025_validation,light,13,true,2,1,0.5,12.06,15.47,-3.41,4.536656891495602,0.4824,0.2412,4.431009957325747,3.41,0.0341,3.536656891495601,0,0.0,0,0.0,2,1.0,0.8613,0.17765,0.5,0.5,0.5,0.0,0.0
full2025_validation,light,14,true,1,1,1.0,31.36,31.36,0,inf,1.3176,1.3176,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3765,0.1706,1.0,1.0,1.0,1.0,0.0
full2025_validation,light,15,true,2,1,0.5,22.85,30.75,-7.9,3.892405063291139,0.9867000000000001,0.49335000000000007,4.093103448275862,7.899999999999999,0.07899999999999999,2.89240506329114,0,0.0,1,0.5,1,0.5,0.8933000000000001,0.1864,0.5,0.5,0.5,0.5,0.0
full2025_validation,light,16,true,1,0,0.0,-7.29,0,-7.29,0.0,-0.293,-0.293,0.0,7.29,0.0729,-1.0,0,0.0,0,0.0,1,1.0,0.0215,0.3952,0.0,0.0,0.0,0.0,0.0
full2025_validation,light,17,true,1,0,0.0,-11.68,0,-11.68,0.0,-0.4843,-0.4843,0.0,11.68,0.1168,-1.0,0,0.0,0,0.0,1,1.0,0.435,0.6368,0.0,0.0,0.0,0.0,0.0
full2025_validation,light,18,true,2,0,0.0,-18.369999999999997,0,-18.369999999999997,0.0,-0.7352000000000001,-0.36760000000000004,0.0,18.369999999999997,0.18369999999999997,-1.0,0,0.0,0,0.0,2,1.0,0.50405,0.40645000000000003,0.5,0.5,0.0,0.0,0.0
full2025_validation,light,19,true,1,0,0.0,-8.52,0,-8.52,0.0,-0.3747,-0.3747,0.0,8.52,0.0852,-1.0,0,0.0,0,0.0,1,1.0,0.3799,0.3747,0.0,0.0,0.0,0.0,0.0
full2025_validation,light,2,true,2,1,0.5,6.469999999999999,32.68,-26.21,1.2468523464326593,0.2197,0.10985,1.2028062401920059,26.21,0.2621,0.24685234643265924,1,0.5,1,0.5,0,0.0,0.95705,0.8181499999999999,1.0,0.5,0.5,0.5,0.0
full2025_validation,light,20,true,2,0,0.0,-25.85,0,-25.85,0.0,-1.0606,-0.5303,0.0,25.85,0.2585,-1.0,0,0.0,0,0.0,2,1.0,0.2652,0.5303,0.0,0.0,0.0,0.0,0.0
full2025_validation,light,21,true,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,light,22,true,1,1,1.0,32.72,32.72,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3121,0.6208,1.0,1.0,1.0,1.0,0.0
full2025_validation,light,24,true,1,1,1.0,4.95,4.95,0,inf,0.209,0.209,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9344,0.6762,1.0,1.0,0.0,0.0,0.0
full2025_validation,light,3,true,4,1,0.25,-31.689999999999998,32.5,-64.19,0.5063093939866022,-1.2841999999999998,-0.32104999999999995,0.5054873117948323,64.19,0.6418999999999999,-0.4936906060133977,2,0.5,1,0.25,1,0.25,0.6125499999999999,0.762075,0.5,0.25,0.25,0.25,0.0
full2025_validation,light,4,true,1,0,0.0,-10.96,0,-10.96,0.0,-0.4369,-0.4369,0.0,10.96,0.10960000000000002,-1.0,0,0.0,0,0.0,1,1.0,0.9563,0.5243,1.0,1.0,0.0,0.0,0.0
full2025_validation,light,5,true,1,0,0.0,-4.49,0,-4.49,0.0,-0.1815,-0.1815,0.0,4.49,0.0449,-1.0,0,0.0,0,0.0,1,1.0,0.8427,0.1976,1.0,1.0,0.0,0.0,0.0
full2025_validation,light,6,true,4,1,0.25,-20.080000000000002,32.62,-52.7,0.6189753320683111,-0.9158000000000002,-0.22895000000000004,0.5861913153495097,52.7,0.527,-0.3810246679316888,2,0.5,1,0.25,1,0.25,0.45464999999999994,0.697675,0.25,0.25,0.25,0.0,0.0
full2025_validation,light,7,true,4,1,0.25,-32.67,17.19,-49.86,0.3447653429602888,-1.3352999999999997,-0.3338249999999999,0.3423463356973996,49.86,0.4986,-0.6552346570397113,0,0.0,0,0.0,4,1.0,0.68325,0.7217,0.75,0.25,0.25,0.0,0.0
full2025_validation,light,9,true,1,1,1.0,11.0,11.0,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
