run_id,mode,record_type,key,events,valid_bursts,valid_pullbacks,reacceleration_entries,trades,wins,losses,time_exits,win_rate,average_win_r,average_loss_r,expectancy_r,pf,max_dd_r,avg_hold_seconds,median_hold_seconds,p95_hold_seconds,avg_spread,avg_slippage,continuation_shadow_trades,continuation_shadow_expectancy_r,reversal_shadow_trades,reversal_shadow_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"stage4_202503_full_event_final","EVENT_STUDY","OVERALL","ALL","47","47","34","8","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","0.0","0.0","0.00000000","0.00000000","8","-0.724702","29","-0.295757","2.000","2","47","35677","0","392","366.016","raw_shock_candidates=65616;ticks_processed=10587794"
"stage4_202503_full_event_final","EVENT_STUDY","SYMBOL","EURUSD","6","6","4","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","5","-0.087933","2.000","2","47","35677","0","392","366.016","raw_candidates=4495;ticks=1364080;duplicates=1364079;events=6"
"stage4_202503_full_event_final","EVENT_STUDY","SYMBOL","GBPUSD","4","4","3","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","3","-0.252144","2.000","2","47","35677","0","392","366.016","raw_candidates=7171;ticks=1504574;duplicates=1364135;events=4"
"stage4_202503_full_event_final","EVENT_STUDY","SYMBOL","USDJPY","17","17","11","4","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","4","-1.000000","6","-0.178152","2.000","2","47","35677","0","392","366.016","raw_candidates=28513;ticks=2939647;duplicates=1364083;events=17"
"stage4_202503_full_event_final","EVENT_STUDY","SYMBOL","AUDUSD","1","1","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","1","0.051020","2.000","2","47","35677","0","392","366.016","raw_candidates=8788;ticks=1629371;duplicates=1364079;events=1"
"stage4_202503_full_event_final","EVENT_STUDY","SYMBOL","USDCAD","19","19","15","4","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","4","-0.449405","14","-0.454497","2.000","2","47","35677","0","392","366.016","raw_candidates=13877;ticks=1973147;duplicates=1364079;events=19"
"stage4_202503_full_event_final","EVENT_STUDY","SYMBOL","USDCHF","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35677","0","392","366.016","raw_candidates=2772;ticks=1176975;duplicates=1364080;events=0"
"stage4_202503_full_event_final","EVENT_STUDY","SESSION","TOKYO","3","3","2","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","1","-0.777778","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","SESSION","LONDON","4","4","4","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","1","1.193548","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","SESSION","NEW_YORK","17","17","11","3","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","3","-0.265873","14","-0.310348","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","SESSION","OVERLAP","16","16","13","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","10","-0.164785","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","SESSION","OTHER","7","7","4","2","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","2","-1.000000","3","-1.000000","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","HTF_ALIGNMENT","BOTH_ALIGNED","9","9","7","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","1.202381","5","0.677510","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","HTF_ALIGNMENT","M15_ONLY","2","2","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","HTF_ALIGNMENT","H1_ONLY","4","4","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","4","-0.699288","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","HTF_ALIGNMENT","CONFLICT","18","18","15","5","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","5","-1.000000","10","-0.236962","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","HTF_ALIGNMENT","NEUTRAL","14","14","10","2","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","2","-1.000000","10","-0.679772","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","HTF_ALIGNMENT","UNAVAILABLE","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","HTF_ALIGNMENT","OTHER","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35677","0","392","366.016",""
"stage4_202503_full_event_final","EVENT_STUDY","PRE_SHOCK_SKIP","EURUSD:insufficient_baseline","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35677","0","392","366.016","392153"
"stage4_202503_full_event_final","EVENT_STUDY","PRE_SHOCK_SKIP","EURUSD:stale_quote","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35677","0","392","366.016","0"
"stage4_202503_full_event_final","EVENT_STUDY","PRE_SHOCK_SKIP","EURUSD:invalid_robust_scale","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35677","0","392","366.016","303802"
"stage4_202503_full_event_final","EVENT_STUDY","PRE_SHOCK_SKIP","EURUSD:shock_percentile_failed","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35677","0","392","366.016","137044"
