open_time,close_time,symbol,direction,volume,open_price,close_price,open_deal,close_deal,commission,swap,profit,net_profit,close_balance,close_comment,holding_minutes,open_bar_m5,close_bar_m5,period,from_date,to_date,context,variant,scenario,series_name,run,prefix,trade_index,time,event,entry_price,sl,tp,result_R,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name,month,hour,pullback_depth_band,entry_distance_band
2025.02.05 10:50:00,2025.02.05 17:00:08,USDJPY,SHORT,0.23,153.027,152.53,2,3,0.0,0.0,74.94,74.94,10074.94,tp 152.532,370.13,2025.02.05 10:50:00,2025.02.05 17:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,1,2025.02.05 10:49:59,order_sent,153.027,153.357,152.532,1.5061,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.74,65.20,PERIOD_M5,153.186,153.009,1,0.16,18.0,early,100.00,2.91,0.330,1.50,0.1674,,,true,,true,,90.00,true,2.98,3,0.21,unclear,,0,1,0.16,65.20,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,10,50-61.8,2.00-3.00ATR
2025.02.05 19:10:00,2025.02.05 21:05:10,XAUUSD,LONG,0.04,2875.11,2862.84,4,5,0.0,0.0,-49.08,-49.08,10025.86,sl 2862.84,115.17,2025.02.05 19:10:00,2025.02.05 21:05:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,2,2025.02.05 19:09:59,order_sent,2875.11,2862.84,2893.52,-1.0,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2858.55,2877.00,2839.74,2844.94,HH_HL,7,7.10,8.47,PERIOD_M15,2858.55,2877.00,2863.13,75.18,2.38,3,false,2863.13,3.62,64.93,PERIOD_M5,2871.53,2876.19,1,0.33,108.0,acceptable,100.00,3.70,12.27,1.50,0.0543,,,true,,true,,70.00,true,1.64,3,0.39,unclear,,0,1,0.33,64.93,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,19,75-90,3.00ATR+
2025.02.07 18:35:00,2025.02.07 19:16:47,USDJPY,SHORT,0.11,151.126,151.775,6,7,0.0,0.0,-47.04,-47.04,9978.82,sl 151.771,41.78,2025.02.07 18:35:00,2025.02.07 19:15:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,3,2025.02.07 18:34:59,order_sent,151.126,151.771,150.159,-1.0062,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,150.948,152.367,151.231,152.885,LL_LH,16,-0.105,0.317,PERIOD_M15,152.367,150.948,151.755,56.87,2.68,4,false,151.755,3.84,44.33,PERIOD_M5,151.266,151.195,1,0.42,69.0,acceptable,100.00,3.93,0.645,1.50,0.0976,,,true,,true,,35.00,false,1.01,4,0.40,unclear,,0,1,0.42,44.33,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,18,50-61.8,3.00ATR+
2025.02.10 06:00:00,2025.02.10 08:10:33,XAUUSD,LONG,0.1,2875.74,2882.87,8,9,0.0,0.0,71.3,71.3,10050.12,tp 2882.66,130.55,2025.02.10 06:00:00,2025.02.10 08:10:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,4,2025.02.10 05:59:59,order_sent,2875.74,2871.13,2882.66,1.5466,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,2854.91,2886.78,2853.38,2870.68,HH_HL,11,0.21,9.93,PERIOD_M15,2854.91,2886.78,2871.31,48.54,4.89,3,false,2871.31,2.67,13.90,PERIOD_M5,2874.62,2875.38,1,0.22,36.0,early,100.00,2.78,4.61,1.50,0.1086,,,true,,true,,20.00,false,1.10,2,0.19,unclear,,0,1,0.22,13.90,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,06,38.2-50,2.00-3.00ATR
2025.02.10 23:05:00,2025.02.11 01:32:48,XAUUSD,LONG,0.11,2906.67,2913.41,10,11,0.0,-9.18,64.96,64.96000000000001,10115.08,tp 2913.23,147.8,2025.02.10 23:05:00,2025.02.11 01:30:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,5,2025.02.10 23:04:59,order_sent,2906.67,2902.30,2913.23,1.5423,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2896.65,2911.71,2896.40,2876.58,HH_HL,6,5.17,7.75,PERIOD_M15,2896.65,2911.71,2902.48,61.29,3.45,6,false,2902.48,3.23,27.82,PERIOD_M5,2905.49,2907.37,1,0.54,70.0,acceptable,100.00,3.37,4.37,1.50,0.1389,,,true,,true,,70.00,true,2.81,4,0.84,unclear,,0,1,0.54,27.82,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,23,50-61.8,3.00ATR+
2025.02.11 07:40:00,2025.02.11 08:06:32,XAUUSD,LONG,0.08,2920.4,2928.92,12,13,0.0,0.0,68.16,68.16,10183.24,tp 2928.89,26.53,2025.02.11 07:40:00,2025.02.11 08:05:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,6,2025.02.11 07:39:59,order_sent,2920.40,2914.74,2928.89,1.5053,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,2906.06,2942.66,2896.65,2911.71,HH_HL,3,6.57,10.88,PERIOD_M15,2906.06,2942.66,2915.11,75.27,3.73,3,false,2915.11,3.39,14.45,PERIOD_M5,2919.75,2920.85,1,0.29,45.0,acceptable,100.00,3.63,5.66,1.50,0.1153,,,true,,true,,70.00,true,1.66,3,0.34,unclear,,0,1,0.29,14.45,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,07,75-90,3.00ATR+
2025.02.11 08:10:00,2025.02.11 09:02:07,XAUUSD,LONG,0.03,2928.46,2914.74,14,15,0.0,0.0,-41.16,-41.16,10142.08,sl 2914.76,52.12,2025.02.11 08:10:00,2025.02.11 09:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,7,2025.02.11 08:09:59,order_sent,2928.46,2914.76,2949.01,-1.0015,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,2906.06,2942.66,2896.65,2911.71,HH_HL,4,6.34,10.57,PERIOD_M15,2906.06,2942.66,2915.11,75.27,3.98,5,false,2915.11,6.55,36.48,PERIOD_M5,2919.75,2927.04,1,0.70,142.0,unclear,100.00,6.72,13.70,1.50,0.0883,,,true,,true,,35.00,false,2.43,1,0.65,unclear,,0,1,0.70,36.48,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,08,75-90,3.00ATR+
2025.02.12 16:05:00,2025.02.12 17:00:08,EURJPY,LONG,0.32,159.483,159.839,16,17,0.0,0.0,75.07,75.07,10217.15,tp 159.839,55.13,2025.02.12 16:05:00,2025.02.12 17:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,8,2025.02.12 16:04:59,order_sent,159.483,159.246,159.839,1.5021,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,158.956,159.651,157.859,159.300,HH_HL,7,0.224,0.313,PERIOD_M15,158.956,159.651,159.276,53.96,2.28,9,false,159.276,1.29,29.78,PERIOD_M5,159.497,159.548,1,0.40,65.0,acceptable,100.00,1.48,0.237,1.50,0.1867,,,true,,true,,35.00,false,1.21,2,0.46,unclear,,0,1,0.40,29.78,0.00,0.00,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_Regime,2025-02,16,50-61.8,1.00-1.50ATR
2025.02.19 07:40:00,2025.02.19 10:26:28,XAUUSD,LONG,0.1,2931.39,2939.0,18,19,0.0,0.0,76.1,76.1,10293.25,tp 2939.00,166.47,2025.02.19 07:40:00,2025.02.19 10:25:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,9,2025.02.19 07:39:59,order_sent,2931.39,2926.32,2939.00,1.501,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,2924.06,2939.69,2907.15,2936.89,HH_HL,4,4.71,6.60,PERIOD_M15,2924.06,2939.69,2926.50,84.39,4.54,4,false,2926.50,3.77,31.29,PERIOD_M5,2930.26,2931.37,1,0.02,2.0,early,100.00,3.91,5.07,1.50,0.1388,,,true,,true,,55.00,false,1.77,2,0.02,unclear,,0,1,0.02,31.29,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,07,75-90,3.00ATR+
2025.02.20 07:20:00,2025.02.20 09:36:56,XAUUSD,LONG,0.1,2944.05,2951.47,20,21,0.0,0.0,74.2,74.2,10367.45,tp 2951.40,136.93,2025.02.20 07:20:00,2025.02.20 09:35:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,10,2025.02.20 07:19:59,order_sent,2944.05,2939.15,2951.40,1.5143,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,2933.93,2946.87,2918.54,2939.69,HH_HL,18,4.17,7.03,PERIOD_M15,2933.93,2946.87,2939.33,58.27,2.76,3,false,2939.33,3.65,36.48,PERIOD_M5,2941.48,2943.01,1,0.80,104.0,unclear,75.00,3.79,4.90,1.50,0.1391,,,true,,true,,70.00,true,2.32,3,0.57,unclear,,0,1,0.80,36.48,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,07,50-61.8,3.00ATR+
