time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2025.08.01 04:39:59,XAUUSD,SHORT,down,valid_lower_high,micro_break,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.429 range_atr=8.43 vol=normal,LL_LH,-3.36,0.4292,normal,true,,90.00,1.23,2.60,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,20.00,false,1.01,1,0.24,micro_break,,11,1,0.27,26.45,64.00,90.00,0.0844,0.2000,true,false,19.0,2.25,3288.16,3294.02,3279.37,5.86,1.50,3293.83,3286.46,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 20:04:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.157 range_atr=7.68 vol=normal,HH_HL,1.78,0.1573,normal,true,,60.00,2.06,2.50,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.70,2,0.31,micro_break,,6,1,0.94,9.50,82.00,60.00,0.0646,0.2000,true,false,18.0,2.79,3347.94,3340.97,3358.40,6.97,1.50,3355.08,3341.30,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 22:29:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.287 range_atr=7.81 vol=normal,HH_HL,3.20,0.2872,normal,true,,75.00,2.53,3.64,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,20.00,false,1.15,1,0.05,micro_break,,16,1,0.92,36.81,46.00,75.00,0.1245,0.2000,true,false,19.0,1.53,3351.23,3345.68,3359.56,5.55,1.50,3355.08,3345.87,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.04 11:24:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.865 range_atr=11.20 vol=normal,HH_HL,6.75,0.8646,normal,true,,75.00,4.34,3.22,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,1.07,2,0.53,micro_break,,10,1,0.96,32.07,82.00,75.00,0.0776,0.2000,true,false,19.0,2.45,3359.42,3351.53,3371.26,7.89,1.50,3369.04,3351.73,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.12 20:54:59,XAUUSD,SHORT,down,valid_lower_high,micro_break,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.389 range_atr=6.38 vol=normal,LL_LH,-4.51,0.3890,normal,true,,60.00,3.60,1.95,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.49,2,0.40,micro_break,,24,1,0.16,11.76,54.00,60.00,0.1019,0.2000,true,false,18.0,1.77,3348.03,3351.48,3342.86,3.45,1.50,3351.20,3331.06,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.13 08:19:59,XAUUSD,SHORT,down,valid_lower_high,micro_break,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.601 range_atr=6.81 vol=low,LL_LH,-4.33,0.6008,low,true,,60.00,3.03,2.27,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,70.00,true,1.36,3,1.05,micro_break,,22,1,0.65,21.93,82.00,60.00,0.1497,0.2000,true,false,18.0,1.20,3349.76,3352.49,3345.67,2.73,1.50,3352.31,3342.67,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.21 10:19:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.127 range_atr=9.69 vol=normal,HH_HL,0.53,0.1269,normal,true,,75.00,7.86,2.22,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.27,2,0.68,micro_break,,10,1,0.04,10.76,82.00,75.00,0.1184,0.2000,true,false,19.0,1.60,3337.63,3334.07,3342.97,3.56,1.50,3352.22,3334.26,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.21 12:54:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.054 range_atr=9.63 vol=normal,HH_HL,0.23,0.0538,normal,true,,75.00,5.46,2.10,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,1.14,1,0.33,micro_break,,13,1,0.07,14.59,64.00,75.00,0.1418,0.2000,true,false,19.0,1.34,3340.39,3337.58,3344.61,2.81,1.50,3352.22,3337.77,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.25 14:39:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.575 range_atr=12.26 vol=normal,HH_HL,2.69,0.5749,normal,true,,75.00,2.15,3.30,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,20.00,false,1.16,2,0.03,micro_break,,24,1,0.87,68.40,82.00,75.00,0.1305,0.2000,true,false,19.0,1.46,3369.71,3364.91,3376.91,4.80,1.50,3369.80,3365.10,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.26 21:44:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.675 range_atr=4.97 vol=normal,HH_HL,5.18,0.6754,normal,true,,60.00,2.53,2.04,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,20.00,false,1.05,2,0.03,micro_break,,7,1,0.87,10.94,64.00,60.00,0.1865,0.2000,true,false,21.0,1.13,3384.59,3382.29,3388.04,2.30,1.50,3389.38,3382.50,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.28 15:49:59,USDJPY,SHORT,down,valid_lower_high,micro_break,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.299 range_atr=7.01 vol=normal,LL_LH,-0.059,0.2991,normal,true,,60.00,1.55,2.88,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.03,2,1.32,micro_break,,3,1,0.63,52.24,36.00,60.00,0.1923,0.2000,true,false,15.0,0.078,146.951,147.176,146.614,0.225,1.50,147.161,146.799,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.28 16:59:59,USDJPY,SHORT,down,valid_lower_high,micro_break,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.280 range_atr=6.70 vol=normal,LL_LH,-0.058,0.2805,normal,true,,60.00,1.23,0.93,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,70.00,true,1.36,3,0.69,micro_break,,5,1,0.10,18.66,82.00,60.00,0.1549,0.2000,true,false,15.0,0.097,147.086,147.176,146.951,0.090,1.50,147.161,146.866,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.29 06:34:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.391 range_atr=7.73 vol=normal,HH_HL,2.50,0.3910,normal,true,,60.00,6.04,2.66,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,70.00,true,1.39,3,1.52,micro_break,,23,1,0.45,11.95,82.00,60.00,0.1523,0.2000,true,false,21.0,1.38,3411.34,3407.67,3416.85,3.67,1.50,3423.15,3407.88,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
