time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor,structural_bos_mode,structural_bos_state,m15_confirmation_type,h1_bos_level,h1_counter_nwave_high,h1_counter_nwave_low,distance_bos_to_entry,distance_bos_to_entry_atr,bars_since_bos
2025.02.04 08:04:59,final_entry_candidate,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.168,0.1781,30.0,160.016,159.788,160.131,159.853,160.161,159.237,0.25,0.308,2.00,7,0.163,0.97,0.278,1.65,308.0,1.83,616.0,3.66,63.27,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,1.35,228.0,0.33,0.32,0.97,0.13,0.54,5,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2025.02.04 08:04:59,order_sent,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.168,0.1781,30.0,160.016,159.788,160.131,159.853,160.161,159.237,0.25,0.308,2.00,7,0.163,0.97,0.278,1.65,308.0,1.83,616.0,3.66,63.27,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,1.35,228.0,0.33,0.32,0.97,0.13,0.54,5,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2025.02.04 08:19:59,final_entry_candidate,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.173,0.1735,30.0,160.016,159.862,160.131,159.820,160.161,159.138,0.22,0.341,2.00,8,0.196,1.13,0.311,1.80,341.0,1.97,682.0,3.94,59.28,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.89,154.0,0.58,0.43,0.75,0.16,0.26,5,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2025.02.04 08:19:59,order_blocked,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.173,0.1735,30.0,160.016,159.862,160.131,159.820,160.161,159.138,0.22,0.341,2.00,8,0.196,1.13,0.311,1.80,341.0,1.97,682.0,3.94,59.28,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.89,154.0,0.58,0.43,0.75,0.16,0.26,5,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2025.02.04 08:34:59,final_entry_candidate,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.173,0.1733,30.0,160.016,159.938,160.131,159.866,160.161,159.276,0.26,0.295,2.00,9,0.150,0.87,0.265,1.53,295.0,1.70,590.0,3.41,60.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.45,78.0,0.44,0.44,0.99,0.28,0.28,5,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2025.02.04 08:34:59,order_blocked,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.173,0.1733,30.0,160.016,159.938,160.131,159.866,160.161,159.276,0.26,0.295,2.00,9,0.150,0.87,0.265,1.53,295.0,1.70,590.0,3.41,60.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.45,78.0,0.44,0.44,0.99,0.28,0.28,5,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2025.02.04 08:49:59,final_entry_candidate,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.181,0.1656,30.0,160.016,159.741,160.131,159.824,160.161,159.150,0.23,0.337,2.00,10,0.192,1.06,0.307,1.69,337.0,1.86,674.0,3.72,56.16,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,1.52,275.0,0.98,1.08,1.09,0.01,0.99,6,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2025.02.04 08:49:59,order_blocked,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.181,0.1656,30.0,160.016,159.741,160.131,159.824,160.161,159.150,0.23,0.337,2.00,10,0.192,1.06,0.307,1.69,337.0,1.86,674.0,3.72,56.16,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,1.52,275.0,0.98,1.08,1.09,0.01,0.99,6,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.000,0.000,0.000,0.000,0.00,0
2025.02.04 19:34:59,final_entry_candidate,EURUSD,SHORT,server_16_23,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,1.04332,1.02100,58.06,0.00599,0.00182,0.00124,0.1447,18.0,1.03726,1.03717,1.03867,1.03715,1.03885,1.03375,0.29,0.00170,2.00,3,0.00011,0.09,0.00152,1.22,170.0,1.37,340.0,2.73,74.10,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.07,9.0,0.03,0.03,0.94,0.56,0.44,6,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.00000,0.00000,0.00000,0.00000,0.00,0
2025.02.04 19:34:59,order_sent,EURUSD,SHORT,server_16_23,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,1.04332,1.02100,58.06,0.00599,0.00182,0.00124,0.1447,18.0,1.03726,1.03717,1.03867,1.03715,1.03885,1.03375,0.29,0.00170,2.00,3,0.00011,0.09,0.00152,1.22,170.0,1.37,340.0,2.73,74.10,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.07,9.0,0.03,0.03,0.94,0.56,0.44,6,false,not_evaluated,,0.00,false,false,false,false,not_evaluated,not_evaluated,0.00000,0.00000,0.00000,0.00000,0.00,0
