time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2025.02.21 06:19:59,order_attempt,EURJPY,SHORT,server_00_07,0,,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,157.770,158.112,157.360,0.21,0.342,1.20,342.0,1.61,410.0,1.93,157.876,157.716,158.082,4,0.50,1.47,0.1409,30.0,72.87,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.75,160.0,0.90,0.70,0.78,0.04,0.96,4,false,clean_context,h4_mid_pullback|neckline_touch_neutral|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
2025.02.21 06:19:59,order_sent,EURJPY,SHORT,server_00_07,10009,order_sent,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,157.770,158.112,157.360,0.21,0.342,1.20,342.0,1.61,410.0,1.93,157.876,157.716,158.082,4,0.50,1.47,0.1409,30.0,72.87,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.75,160.0,0.90,0.70,0.78,0.04,0.96,4,false,clean_context,h4_mid_pullback|neckline_touch_neutral|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
2025.02.24 01:04:59,order_attempt,XAUUSD,SHORT,server_00_07,0,,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,2939.54,2943.01,2935.38,0.14,3.47,1.20,347.0,1.16,416.0,1.40,2937.76,2935.95,2942.83,13,0.60,1.10,0.0604,18.0,51.88,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.61,181.0,0.63,0.56,0.89,0.22,0.78,10,false,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2025.02.24 01:04:59,order_sent,XAUUSD,SHORT,server_00_07,10009,order_sent,Nested_NWave_BreakoutQualityRouter,strong_breakout,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,router_strong_instant,2939.54,2943.01,2935.38,0.14,3.47,1.20,347.0,1.16,416.0,1.40,2937.76,2935.95,2942.83,13,0.60,1.10,0.0604,18.0,51.88,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.61,181.0,0.63,0.56,0.89,0.22,0.78,10,false,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
