time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor,structural_bos_mode,structural_bos_state,m15_confirmation_type,h1_bos_level,h1_counter_nwave_high,h1_counter_nwave_low,distance_bos_to_entry,distance_bos_to_entry_atr,bars_since_bos,h4_pivot_sequence,h1_pivot_sequence,h4_impulse_atr,h1_counter_wave_atr,h4_correction_depth,true_bos_level,bos_level_source_pivot,room_to_1r,room_to_2r,room_to_target_label
2026.01.05 13:49:59,order_attempt,GBPUSD,LONG,server_08_15,0,,Nested_NWave_StructuralBOS_V2,insufficient_room_to_target,,,valid_h4_pullback_zone,h4_sequence_valid_bullish,h1_counter_sequence_valid_bearish,insufficient_room_to_target,1.34611,1.34437,1.34959,0.28,0.00174,2.00,174.0,1.82,348.0,3.63,1.34660,1.34682,1.34456,1,0.51,1.62,0.1982,19.0,183.46,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.23,22.0,0.79,0.61,0.76,0.05,0.95,2,false,not_evaluated,,0.00,false,false,false,true,m15_bos_confirmed,m15_bos_confirmed,1.34660,1.35013,1.34456,0.00049,0.51,1,A_low@2025.12.31 16:00=1.34010|B_high@2026.01.02 04:00=1.34905|C_low@2026.01.02 12:00=1.34332,A_high@2026.01.02 17:00=1.35013|B_low@2026.01.02 20:00=1.34456|C_lower_high@2026.01.02 23:00=1.34660,2.84,3.38,54.19,1.34660,h1_last_lower_high,1.69,0.84,insufficient_room_to_target
2026.01.05 13:49:59,order_sent,GBPUSD,LONG,server_08_15,10009,order_sent,Nested_NWave_StructuralBOS_V2,insufficient_room_to_target,,,valid_h4_pullback_zone,h4_sequence_valid_bullish,h1_counter_sequence_valid_bearish,insufficient_room_to_target,1.34611,1.34437,1.34959,0.28,0.00174,2.00,174.0,1.82,348.0,3.63,1.34660,1.34682,1.34456,1,0.51,1.62,0.1982,19.0,183.46,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.23,22.0,0.79,0.61,0.76,0.05,0.95,2,false,not_evaluated,,0.00,false,false,false,true,m15_bos_confirmed,m15_bos_confirmed,1.34660,1.35013,1.34456,0.00049,0.51,1,A_low@2025.12.31 16:00=1.34010|B_high@2026.01.02 04:00=1.34905|C_low@2026.01.02 12:00=1.34332,A_high@2026.01.02 17:00=1.35013|B_low@2026.01.02 20:00=1.34456|C_lower_high@2026.01.02 23:00=1.34660,2.84,3.38,54.19,1.34660,h1_last_lower_high,1.69,0.84,insufficient_room_to_target
2026.01.20 03:04:59,order_attempt,USDJPY,SHORT,server_00_07,0,,Nested_NWave_StructuralBOS_V2,clean_structural_bos_v2,,,valid_h4_pullback_zone,h4_sequence_valid_bearish,h1_counter_sequence_valid_bullish,clean_structural_bos_v2,157.953,158.147,157.565,0.40,0.194,2.00,194.0,2.15,388.0,4.30,157.997,157.929,158.131,1,0.49,1.97,0.1775,16.0,185.29,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,breakout_bar_overextended,false,false,false,true,0.75,68.0,0.89,3.42,3.83,0.10,0.90,1,false,not_evaluated,,0.00,false,false,false,true,h1_close_bos_confirmed,m15_bos_confirmed,157.997,158.131,157.855,0.044,0.49,1,A_high@2026.01.15 16:00=158.87200|B_low@2026.01.19 00:00=157.41800|C_high@2026.01.19 08:00=158.15800,A_low@2026.01.19 17:00=157.85500|B_high@2026.01.19 18:00=158.13100|C_higher_low@2026.01.19 20:00=157.99700,4.06,2.05,47.73,157.997,h1_last_higher_low,2.76,1.38,room_ok
2026.01.20 03:04:59,order_sent,USDJPY,SHORT,server_00_07,10009,order_sent,Nested_NWave_StructuralBOS_V2,clean_structural_bos_v2,,,valid_h4_pullback_zone,h4_sequence_valid_bearish,h1_counter_sequence_valid_bullish,clean_structural_bos_v2,157.953,158.147,157.565,0.40,0.194,2.00,194.0,2.15,388.0,4.30,157.997,157.929,158.131,1,0.49,1.97,0.1775,16.0,185.29,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,breakout_bar_overextended,false,false,false,true,0.75,68.0,0.89,3.42,3.83,0.10,0.90,1,false,not_evaluated,,0.00,false,false,false,true,h1_close_bos_confirmed,m15_bos_confirmed,157.997,158.131,157.855,0.044,0.49,1,A_high@2026.01.15 16:00=158.87200|B_low@2026.01.19 00:00=157.41800|C_high@2026.01.19 08:00=158.15800,A_low@2026.01.19 17:00=157.85500|B_high@2026.01.19 18:00=158.13100|C_higher_low@2026.01.19 20:00=157.99700,4.06,2.05,47.73,157.997,h1_last_higher_low,2.76,1.38,room_ok
2026.01.20 03:19:59,order_blocked,USDJPY,SHORT,server_00_07,0,existing_position,Nested_NWave_StructuralBOS_V2,clean_structural_bos_v2,existing_position,existing_position,valid_h4_pullback_zone,h4_sequence_valid_bearish,h1_counter_sequence_valid_bullish,clean_structural_bos_v2,158.015,158.146,157.753,0.59,0.131,2.00,131.0,1.35,262.0,2.70,157.997,157.930,158.131,2,0.19,1.19,0.1544,15.0,189.53,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,breakout_bar_overextended,false,false,false,true,0.70,68.0,0.89,3.17,3.55,0.10,0.90,1,false,not_evaluated,,0.00,false,false,false,true,h1_close_bos_confirmed,m15_retest_reclaim,157.997,158.131,157.855,0.018,0.19,2,A_high@2026.01.15 16:00=158.87200|B_low@2026.01.19 00:00=157.41800|C_high@2026.01.19 08:00=158.15800,A_low@2026.01.19 17:00=157.85500|B_high@2026.01.19 18:00=158.13100|C_higher_low@2026.01.19 20:00=157.99700,4.06,2.05,47.73,157.997,h1_last_higher_low,4.56,2.28,room_ok
2026.01.21 16:49:59,order_attempt,GBPUSD,LONG,server_16_23,0,,Nested_NWave_StructuralBOS_V2,insufficient_room_to_target,,,valid_h4_pullback_zone,h4_sequence_valid_bullish,h1_counter_sequence_valid_bearish,insufficient_room_to_target,1.34520,1.34309,1.34942,0.23,0.00211,2.00,211.0,1.67,422.0,3.34,1.34483,1.34507,1.34324,1,0.29,1.55,0.1188,15.0,179.73,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.19,24.0,0.78,1.30,1.67,0.22,0.78,0,false,not_evaluated,,0.00,false,false,false,true,m15_bos_confirmed,m15_bos_confirmed,1.34483,1.34560,1.34324,0.00037,0.29,1,A_low@2026.01.20 00:00=1.34053|B_high@2026.01.20 08:00=1.34909|C_low@2026.01.20 20:00=1.34245,A_high@2026.01.21 03:00=1.34560|B_low@2026.01.21 06:00=1.34324|C_lower_high@2026.01.21 09:00=1.34483,2.69,1.48,58.18,1.34483,h1_last_lower_high,1.84,0.92,insufficient_room_to_target
2026.01.21 16:49:59,order_sent,GBPUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_StructuralBOS_V2,insufficient_room_to_target,,,valid_h4_pullback_zone,h4_sequence_valid_bullish,h1_counter_sequence_valid_bearish,insufficient_room_to_target,1.34520,1.34309,1.34942,0.23,0.00211,2.00,211.0,1.67,422.0,3.34,1.34483,1.34507,1.34324,1,0.29,1.55,0.1188,15.0,179.73,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.19,24.0,0.78,1.30,1.67,0.22,0.78,0,false,not_evaluated,,0.00,false,false,false,true,m15_bos_confirmed,m15_bos_confirmed,1.34483,1.34560,1.34324,0.00037,0.29,1,A_low@2026.01.20 00:00=1.34053|B_high@2026.01.20 08:00=1.34909|C_low@2026.01.20 20:00=1.34245,A_high@2026.01.21 03:00=1.34560|B_low@2026.01.21 06:00=1.34324|C_lower_high@2026.01.21 09:00=1.34483,2.69,1.48,58.18,1.34483,h1_last_lower_high,1.84,0.92,insufficient_room_to_target
2026.01.21 17:04:59,order_blocked,GBPUSD,LONG,server_16_23,0,existing_position,Nested_NWave_StructuralBOS_V2,insufficient_room_to_target,existing_position,existing_position,valid_h4_pullback_zone,h4_sequence_valid_bullish,h1_counter_sequence_valid_bearish,insufficient_room_to_target,1.34564,1.34309,1.35074,0.19,0.00255,2.00,255.0,2.07,510.0,4.14,1.34483,1.34502,1.34324,2,0.66,1.95,0.1217,15.0,174.21,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.19,24.0,0.78,1.33,1.71,0.22,0.78,0,false,not_evaluated,,0.00,false,false,false,true,h1_close_bos_confirmed,m15_retest_reclaim,1.34483,1.34560,1.34324,0.00081,0.66,2,A_low@2026.01.20 00:00=1.34053|B_high@2026.01.20 08:00=1.34909|C_low@2026.01.20 20:00=1.34245,A_high@2026.01.21 03:00=1.34560|B_low@2026.01.21 06:00=1.34324|C_lower_high@2026.01.21 09:00=1.34483,2.69,1.34,58.18,1.34483,h1_last_lower_high,1.35,0.68,insufficient_room_to_target
2026.01.21 17:19:59,order_blocked,GBPUSD,LONG,server_16_23,0,existing_position,Nested_NWave_StructuralBOS_V2,clean_structural_bos_v2,existing_position,existing_position,valid_h4_pullback_zone,h4_sequence_valid_bullish,h1_counter_sequence_valid_bearish,clean_structural_bos_v2,1.34412,1.34309,1.34618,0.47,0.00103,2.00,103.0,0.81,206.0,1.63,1.34483,1.34505,1.34324,3,0.56,0.69,0.1184,15.0,175.56,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.19,24.0,0.78,1.29,1.67,0.22,0.78,0,false,not_evaluated,,0.00,false,false,false,true,h1_close_bos_confirmed,m15_retest_reclaim,1.34483,1.34560,1.34324,0.00071,0.56,3,A_low@2026.01.20 00:00=1.34053|B_high@2026.01.20 08:00=1.34909|C_low@2026.01.20 20:00=1.34245,A_high@2026.01.21 03:00=1.34560|B_low@2026.01.21 06:00=1.34324|C_lower_high@2026.01.21 09:00=1.34483,2.69,1.34,58.18,1.34483,h1_last_lower_high,4.83,2.41,room_ok
2026.03.23 15:04:59,order_attempt,EURUSD,LONG,server_08_15,0,,Nested_NWave_StructuralBOS_V2,insufficient_room_to_target,,,valid_h4_pullback_zone,h4_sequence_valid_bullish,h1_counter_sequence_valid_bearish,insufficient_room_to_target,1.15607,1.15184,1.16453,0.11,0.00423,2.00,423.0,1.52,846.0,3.04,1.15456,1.15559,1.15199,4,0.54,1.47,0.0540,15.0,180.02,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,dirty_breakout,breakout_bar_overextended,false,false,false,true,0.70,195.0,0.60,2.88,4.80,0.40,0.60,2,false,not_evaluated,,0.00,false,false,false,true,h1_close_bos_confirmed,m15_retest_reclaim,1.15456,1.15519,1.15199,0.00151,0.54,4,A_low@2026.03.19 08:00=1.14424|B_high@2026.03.19 20:00=1.16156|C_low@2026.03.20 16:00=1.15240,A_high@2026.03.23 08:00=1.15519|B_low@2026.03.23 09:00=1.15199|C_lower_high@2026.03.23 11:00=1.15456,4.67,1.23,49.88,1.15456,h1_last_lower_high,1.30,0.65,insufficient_room_to_target
