time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2026.01.02 05:09:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.2412,0.2000,false,true,43.0,0.035,211.391,210.960,0.000,0.431,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 05:14:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.1060,0.2000,false,true,38.0,0.034,211.381,210.965,0.000,0.416,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 05:19:59,EURJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.0448,0.2000,false,true,30.0,0.029,184.337,184.103,0.000,0.234,0.00,184.271,184.133,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 05:24:59,EURJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.0526,0.2000,false,true,30.0,0.029,184.323,184.103,0.000,0.220,0.00,184.271,184.133,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 05:49:59,EURJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.9722,0.2000,false,true,30.0,0.031,184.359,184.103,0.000,0.256,0.00,184.271,184.133,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 05:59:59,EURJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.0396,0.2000,false,true,30.0,0.029,184.383,184.103,0.000,0.280,0.00,184.271,184.133,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 06:09:59,EURJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.0606,0.2000,false,true,30.0,0.028,184.397,184.103,0.000,0.294,0.00,184.271,184.133,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 06:09:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.2091,0.2000,false,true,38.0,0.031,211.396,211.141,0.000,0.255,0.00,211.336,211.179,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 09:14:59,GBPUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,spread_guard,,spread_guard,true,true,true,true,true,0.5134,0.2000,false,true,15.0,0.00029,1.34687,1.34614,1.34797,0.00073,1.50,1.34905,1.34629,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 14:14:59,AUDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,spread_guard,,spread_guard,true,true,true,true,true,0.9180,0.2000,false,true,28.0,0.031,105.044,105.002,105.107,0.042,1.50,105.266,105.030,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 14:44:59,USDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.4590,0.2000,false,true,16.0,0.035,156.985,156.779,0.000,0.206,0.00,156.990,156.795,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 14:54:59,USDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.5785,0.2000,false,true,20.0,0.035,156.967,156.775,0.000,0.192,0.00,156.990,156.795,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 16:04:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,spread_guard,,spread_guard,true,true,true,true,true,0.5288,0.2000,false,true,38.0,0.072,211.129,210.863,211.528,0.266,1.50,211.429,210.901,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 17:39:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3554,0.2000,false,true,38.0,0.107,211.320,210.975,0.000,0.345,0.00,211.429,211.013,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 17:44:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3580,0.2000,false,true,39.0,0.109,211.382,210.974,0.000,0.408,0.00,211.429,211.013,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 17:49:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3602,0.2000,false,true,38.0,0.106,211.352,210.975,0.000,0.377,0.00,211.429,211.013,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 17:59:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3561,0.2000,false,true,38.0,0.107,211.367,210.975,0.000,0.392,0.00,211.429,211.013,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 19:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0276,0.2000,true,false,20.0,7.24,4328.48,4314.47,4349.50,14.01,1.50,4402.26,4315.13,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 19:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0276,0.2000,true,false,20.0,7.24,4328.48,4314.47,4349.50,14.01,1.50,4402.26,4315.13,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 19:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0311,0.2000,true,false,20.0,6.44,4329.51,4314.48,4352.06,15.03,1.50,4402.26,4315.13,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 19:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0311,0.2000,true,false,20.0,6.44,4329.51,4314.48,4352.06,15.03,1.50,4402.26,4315.13,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 05:34:59,USDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.4854,0.2000,false,true,25.0,0.052,157.209,156.908,0.000,0.301,0.00,157.240,156.933,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 06:09:59,USDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3409,0.2000,false,true,16.0,0.047,157.279,156.917,0.000,0.362,0.00,157.240,156.933,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 06:14:59,USDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3516,0.2000,false,true,16.0,0.045,157.288,156.917,0.000,0.371,0.00,157.240,156.933,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 06:19:59,USDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3590,0.2000,false,true,16.0,0.045,157.262,156.917,0.000,0.345,0.00,157.240,156.933,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 06:54:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0587,0.2000,true,false,19.0,3.23,4404.15,4396.82,4415.15,7.33,1.50,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 06:54:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0587,0.2000,true,false,19.0,3.23,4404.15,4396.82,4415.15,7.33,1.50,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 07:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0733,0.2000,true,false,19.0,2.59,4408.41,4396.86,4425.74,11.55,1.50,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 07:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0733,0.2000,true,false,19.0,2.59,4408.41,4396.86,4425.74,11.55,1.50,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 07:34:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0716,0.2000,true,false,19.0,2.65,4409.79,4396.90,4429.13,12.89,1.50,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 07:34:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0716,0.2000,true,false,19.0,2.65,4409.79,4396.90,4429.13,12.89,1.50,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 08:04:59,AUDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.8340,0.2000,false,true,28.0,0.034,104.961,104.802,0.000,0.159,0.00,105.077,104.830,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 08:09:59,AUDJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,spread_guard,,spread_guard,true,true,true,true,true,0.7671,0.2000,false,true,28.0,0.037,104.931,104.802,105.125,0.129,1.50,105.077,104.830,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 08:14:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0446,0.2000,true,false,19.0,4.26,4418.47,4396.91,0.00,21.56,0.00,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 08:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0435,0.2000,true,false,20.0,4.59,4419.39,4396.90,0.00,22.49,0.00,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 08:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0401,0.2000,true,false,19.0,4.73,4419.82,4396.90,0.00,22.92,0.00,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 08:29:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0434,0.2000,true,false,20.0,4.60,4424.25,4396.90,0.00,27.35,0.00,4421.34,4397.29,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 08:34:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0384,0.2000,true,false,19.0,4.95,4420.74,4400.65,0.00,20.09,0.00,4421.34,4401.04,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 08:44:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0363,0.2000,true,false,20.0,5.51,4420.36,4400.65,0.00,19.71,0.00,4421.34,4401.04,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 09:49:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0511,0.2000,true,false,20.0,3.92,4421.85,4400.68,0.00,21.17,0.00,4426.48,4401.04,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 10:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0542,0.2000,true,false,19.0,3.51,4428.24,4400.68,0.00,27.56,0.00,4426.48,4401.04,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 10:29:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0543,0.2000,true,false,19.0,3.50,4426.77,4400.68,0.00,26.09,0.00,4426.48,4401.04,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 10:54:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0557,0.2000,true,false,20.0,3.59,4431.32,4400.66,0.00,30.66,0.00,4426.48,4401.04,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 11:49:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0628,0.2000,true,false,20.0,3.18,4435.12,4400.73,0.00,34.39,0.00,4426.48,4401.04,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 11:59:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0639,0.2000,true,false,20.0,3.13,4435.02,4400.73,0.00,34.29,0.00,4426.48,4401.04,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 15:54:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_close,sl_too_close,,true,true,true,false,false,0.0269,0.2000,true,false,19.0,7.06,4413.17,4410.46,0.00,2.71,0.00,4439.84,4410.95,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:04:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0288,0.2000,true,false,19.0,6.59,4422.69,4410.46,4441.04,12.23,1.50,4439.84,4410.95,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:04:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0288,0.2000,true,false,19.0,6.59,4422.69,4410.46,4441.04,12.23,1.50,4439.84,4410.95,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0302,0.2000,true,false,20.0,6.61,4423.48,4410.46,4443.01,13.02,1.50,4439.84,4410.95,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0302,0.2000,true,false,20.0,6.61,4423.48,4410.46,4443.01,13.02,1.50,4439.84,4410.95,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:14:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0298,0.2000,true,false,20.0,6.71,4426.44,4410.46,4450.41,15.98,1.50,4439.84,4410.95,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:14:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0298,0.2000,true,false,20.0,6.71,4426.44,4410.46,4450.41,15.98,1.50,4439.84,4410.95,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0293,0.2000,true,false,19.0,6.48,4427.39,4395.68,0.00,31.71,0.00,4439.84,4396.19,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0319,0.2000,true,false,19.0,5.96,4422.18,4395.68,0.00,26.50,0.00,4439.84,4396.19,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:49:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0354,0.2000,true,false,20.0,5.65,4437.08,4395.65,0.00,41.43,0.00,4439.84,4396.19,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:54:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0332,0.2000,true,false,20.0,6.03,4439.62,4395.65,0.00,43.97,0.00,4439.84,4396.19,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 16:59:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0304,0.2000,true,false,19.0,6.26,4436.89,4395.65,0.00,41.24,0.00,4439.84,4396.19,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 17:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0250,0.2000,true,false,19.0,7.60,4454.51,4395.68,0.00,58.83,0.00,4439.84,4396.19,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 17:14:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.0250,0.2000,true,false,19.0,7.61,4449.50,4395.68,0.00,53.82,0.00,4439.84,4396.19,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 23:14:58,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0553,0.2000,true,false,20.0,3.62,4447.19,4434.54,4466.17,12.65,1.50,4455.75,4434.89,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 23:14:58,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0553,0.2000,true,false,20.0,3.62,4447.19,4434.54,4466.17,12.65,1.50,4455.75,4434.89,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 23:54:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0693,0.2000,true,false,19.0,2.74,4448.68,4437.72,4465.12,10.96,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 23:54:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0693,0.2000,true,false,19.0,2.74,4448.68,4437.72,4465.12,10.96,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 23:57:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.05 23:57:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:04:51,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:04:51,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:09:52,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:09:52,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:14:57,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:14:57,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:24:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:29:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:29:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:34:58,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:34:58,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:39:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
2026.01.06 00:39:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,max_positions,,max_positions,true,true,true,true,true,0.0784,0.2000,true,false,20.0,2.55,4449.16,4437.72,4466.32,11.44,1.50,4455.75,4438.02,mid_fractal_low,DowFractal_ThirdWave
