time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor,structural_bos_mode,structural_bos_state,m15_confirmation_type,h1_bos_level,h1_counter_nwave_high,h1_counter_nwave_low,distance_bos_to_entry,distance_bos_to_entry_atr,bars_since_bos
2025.02.03 01:49:59,final_entry_candidate,EURJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,161.829,159.892,42.49,0.700,0.561,0.432,0.0695,30.0,160.193,159.210,159.414,159.154,159.444,158.574,0.26,0.290,2.00,3,1.039,2.41,0.260,0.60,290.0,0.67,580.0,1.34,40.92,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.97,1281.0,0.70,1.06,1.52,0.30,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,160.193,161.488,160.167,1.039,2.41,7
2025.02.03 01:49:59,final_entry_candidate,AUDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,96.851,95.595,58.44,0.469,0.319,0.246,0.1136,28.0,96.094,95.409,95.638,95.398,95.666,94.862,0.28,0.268,2.00,3,0.696,2.82,0.240,0.97,268.0,1.09,536.0,2.18,34.66,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.45,603.0,0.83,1.54,1.85,0.17,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,96.094,96.923,96.022,0.696,2.82,7
2025.02.03 01:49:59,order_sent,EURJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,161.829,159.892,42.49,0.700,0.561,0.432,0.0695,30.0,160.193,159.210,159.414,159.154,159.444,158.574,0.26,0.290,2.00,3,1.039,2.41,0.260,0.60,290.0,0.67,580.0,1.34,40.92,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.97,1281.0,0.70,1.06,1.52,0.30,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,160.193,161.488,160.167,1.039,2.41,7
2025.02.03 01:49:59,order_sent,AUDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,96.851,95.595,58.44,0.469,0.319,0.246,0.1136,28.0,96.094,95.409,95.638,95.398,95.666,94.862,0.28,0.268,2.00,3,0.696,2.82,0.240,0.97,268.0,1.09,536.0,2.18,34.66,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.45,603.0,0.83,1.54,1.85,0.17,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,96.094,96.923,96.022,0.696,2.82,7
2025.02.03 02:19:59,final_entry_candidate,AUDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,96.851,95.595,58.44,0.469,0.333,0.271,0.1034,28.0,96.094,95.581,95.638,95.420,95.666,94.928,0.31,0.246,2.00,5,0.674,2.49,0.218,0.81,246.0,0.91,492.0,1.82,33.36,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.23,603.0,0.83,1.40,1.68,0.17,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,96.094,96.923,96.022,0.674,2.49,9
2025.02.03 02:19:59,order_sent,AUDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,96.851,95.595,58.44,0.469,0.333,0.271,0.1034,28.0,96.094,95.581,95.638,95.420,95.666,94.928,0.31,0.246,2.00,5,0.674,2.49,0.218,0.81,246.0,0.91,492.0,1.82,33.36,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.23,603.0,0.83,1.40,1.68,0.17,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,96.094,96.923,96.022,0.674,2.49,9
2025.02.03 02:34:59,final_entry_candidate,AUDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,96.851,95.595,58.44,0.469,0.333,0.283,0.0988,28.0,96.094,95.392,95.638,95.494,95.666,95.150,0.44,0.172,2.00,6,0.600,2.12,0.144,0.51,172.0,0.61,344.0,1.21,35.57,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.13,603.0,0.83,1.34,1.61,0.17,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,96.094,96.923,96.022,0.600,2.12,10
2025.02.03 02:34:59,order_blocked,AUDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,96.851,95.595,58.44,0.469,0.333,0.283,0.0988,28.0,96.094,95.392,95.638,95.494,95.666,95.150,0.44,0.172,2.00,6,0.600,2.12,0.144,0.51,172.0,0.61,344.0,1.21,35.57,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.13,603.0,0.83,1.34,1.61,0.17,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,96.094,96.923,96.022,0.600,2.12,10
2025.02.03 02:49:59,final_entry_candidate,EURJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,late_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,late_entry,true,true,true,true,true,true,true,false,true,true,true,161.829,159.892,42.49,0.700,0.588,0.477,0.0629,30.0,160.193,159.327,159.650,159.336,159.680,158.648,0.22,0.344,2.00,3,0.857,1.80,0.314,0.66,344.0,0.72,688.0,1.44,57.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.68,1281.0,0.70,0.96,1.38,0.30,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,160.193,161.488,160.167,0.857,1.80,11
2025.02.03 02:49:59,final_entry_candidate,AUDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,96.851,95.595,58.44,0.469,0.333,0.280,0.1001,28.0,96.094,95.399,95.669,95.360,95.697,94.686,0.22,0.337,2.00,3,0.734,2.62,0.309,1.10,337.0,1.20,674.0,2.41,25.46,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.16,603.0,0.83,1.35,1.63,0.17,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,96.094,96.923,96.022,0.734,2.62,11
2025.02.03 02:49:59,order_sent,EURJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,late_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,late_entry,true,true,true,true,true,true,true,false,true,true,true,161.829,159.892,42.49,0.700,0.588,0.477,0.0629,30.0,160.193,159.327,159.650,159.336,159.680,158.648,0.22,0.344,2.00,3,0.857,1.80,0.314,0.66,344.0,0.72,688.0,1.44,57.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.68,1281.0,0.70,0.96,1.38,0.30,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,160.193,161.488,160.167,0.857,1.80,11
2025.02.03 02:49:59,order_blocked,AUDJPY,SHORT,server_00_07,all_score_passing,300,Nested_NWave_StructuralBOS,chasing_entry,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,true,true,true,true,true,true,true,false,true,true,true,96.851,95.595,58.44,0.469,0.333,0.280,0.1001,28.0,96.094,95.399,95.669,95.360,95.697,94.686,0.22,0.337,2.00,3,0.734,2.62,0.309,1.10,337.0,1.20,674.0,2.41,25.46,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,weak_directional_close|entry_far_from_neckline,false,false,false,true,2.16,603.0,0.83,1.35,1.63,0.17,0.00,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,96.094,96.923,96.022,0.734,2.62,11
