period_id,variant,month,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_parent_wave2_age,avg_child_flip_signal_age
full2025_validation,g_parent_stop,2025-02,2,1,0.5,-0.8099999999999987,23.27,-24.08,0.9663621262458473,-0.026939000000000046,24.08,0.2408,-0.033637873754152774,0.94953,-0.7252255,1.0,0.5,0.5,0.0,0.0,0.5,0.5,17.0,2.0,0.0
full2025_validation,g_parent_stop,2025-03,9,5,0.5555555555555556,33.92,113.91000000000001,-79.99000000000001,1.4240530066258281,0.137985,37.230000000000004,0.3723000000000001,0.9110932044050496,0.6956662222222223,-0.6266592222222223,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,17.333333333333332,2.111111111111111,0.0
full2025_validation,g_parent_stop,2025-04,35,15,0.42857142857142855,0.9400000000000084,431.90999999999997,-430.97,1.002181126296494,-0.0036603714285714135,111.31,1.1131,0.008444883658251804,0.6609511714285714,-0.7634660285714285,0.45714285714285713,0.45714285714285713,0.42857142857142855,0.0,0.37142857142857144,0.4857142857142857,0.14285714285714285,14.228571428571428,1.9142857142857144,0.0
full2025_validation,g_parent_stop,2025-05,13,8,0.6153846153846154,43.94999999999999,148.23,-104.28000000000002,1.4214614499424623,0.1516183076923076,47.66,0.4765999999999999,0.9221569450272764,0.7439731538461539,-0.5852303846153846,0.6923076923076923,0.46153846153846156,0.38461538461538464,0.0,0.15384615384615385,0.3076923076923077,0.5384615384615384,23.076923076923077,1.5384615384615385,0.0
full2025_validation,g_parent_stop,2025-06,9,6,0.6666666666666666,39.9,110.77000000000001,-70.87,1.5630026809651476,0.1814124444444445,46.43000000000001,0.46430000000000005,0.8593581735946585,0.7684161111111111,-0.5591976666666667,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,16.0,0.8888888888888888,0.0
full2025_validation,g_parent_stop,2025-07,2,1,0.5,5.409999999999997,31.08,-25.67,1.2107518504090375,0.14464449999999995,25.67,0.25670000000000004,0.21075185040903763,0.9536335,-0.602672,1.0,0.5,0.5,0.0,0.5,0.5,0.0,14.5,0.5,0.0
full2025_validation,g_parent_stop,2025-08,7,5,0.7142857142857143,115.23,144.57,-29.34,4.9274028629856845,0.6904854285714286,25.019999999999996,0.2501999999999999,4.605515587529977,0.9641885714285714,-0.5003522857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,19.142857142857142,0.8571428571428571,0.0
full2025_validation,g_parent_stop,2025-09,5,5,1.0,103.9,103.9,0,inf,0.8536547999999999,0.0,0.0,inf,0.95863,-0.32778019999999997,1.0,0.4,0.4,0.0,0.2,0.0,0.8,25.4,2.6,0.0
full2025_validation,g_parent_stop,2025-10,6,0,0.0,-65.11999999999999,0,-65.11999999999999,0.0,-0.4540493333333333,65.11999999999999,0.6511999999999999,-1.0,0.33832466666666666,-0.7327701666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,21.666666666666668,1.3333333333333333,0.0
full2025_validation,g_parent_stop,2025-11,1,0,0.0,-24.25,0,-24.25,0.0,-1.004289,24.25,0.2425,-1.0,0.184292,-0.97737,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0
full2025_validation,g_parent_stop,2025-12,1,0,0.0,-23.92,0,-23.92,0.0,-1.005164,23.92,0.2392,-1.0,0.416173,-0.994584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0
full2025_validation,h_one_symbol,2025-01,15,3,0.2,-233.92999999999998,41.93,-275.86,0.15199738998042484,-0.6626480666666666,236.15999999999997,2.3615999999999997,-0.9905572493224932,0.27684193333333335,-0.7638158,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,17.133333333333333,1.5333333333333334,0.0
full2025_validation,h_one_symbol,2025-02,4,2,0.5,20.270000000000003,44.86,-24.59,1.8243188287921919,0.18857675000000002,23.03,0.2303,0.8801563178462876,0.63551225,-0.675996,0.75,0.25,0.25,0.0,0.25,0.25,0.5,21.5,1.0,0.0
full2025_validation,h_one_symbol,2025-03,16,8,0.5,12.370000000000001,148.89999999999998,-136.53,1.090602797919871,0.030152562500000018,45.769999999999996,0.45769999999999994,0.2702643653047848,0.6175718125,-0.587335375,0.4375,0.375,0.3125,0.0,0.25,0.25,0.5,22.25,2.8125,0.0
full2025_validation,h_one_symbol,2025-04,58,26,0.4482758620689655,-125.38000000000001,496.85999999999996,-622.24,0.7985021856518384,-0.0825465,214.28999999999996,2.1428999999999996,-0.5850949647673714,0.6046868965517243,-0.733534224137931,0.4827586206896552,0.39655172413793105,0.29310344827586204,0.0,0.20689655172413793,0.3793103448275862,0.41379310344827586,20.620689655172413,1.896551724137931,0.0
full2025_validation,h_one_symbol,2025-05,15,8,0.5333333333333333,-29.28,118.14000000000001,-147.42000000000002,0.8013838013838014,-0.07395720000000003,75.26,0.7526,-0.3890512888652671,0.5816288000000001,-0.6086462666666667,0.5333333333333333,0.3333333333333333,0.2,0.0,0.13333333333333333,0.4,0.4666666666666667,22.466666666666665,1.4,0.0
full2025_validation,h_one_symbol,2025-06,11,6,0.5454545454545454,-55.370000000000005,39.04,-94.41,0.4135155174240017,-0.22133318181818185,83.8,0.8380000000000001,-0.6607398568019094,0.5400425454545453,-0.5418168181818183,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.0,0.0,0.36363636363636365,0.6363636363636364,20.727272727272727,1.9090909090909092,0.0
full2025_validation,h_one_symbol,2025-07,6,4,0.6666666666666666,25.310000000000002,56.94,-31.63,1.800189693329118,0.19976749999999996,23.13,0.2313,1.0942498919152617,0.6672281666666667,-0.5073763333333333,0.6666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,26.0,1.8333333333333333,0.0
full2025_validation,h_one_symbol,2025-08,9,6,0.6666666666666666,79.57,132.2,-52.629999999999995,2.511875356260688,0.3959924444444445,28.200000000000003,0.28200000000000003,2.8216312056737585,0.8495165555555556,-0.44198122222222225,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,20.11111111111111,1.0,0.0
full2025_validation,h_one_symbol,2025-09,6,5,0.8333333333333334,61.7,84.59,-22.89,3.695500218435998,0.4425238333333334,22.89,0.22890000000000002,2.695500218435998,0.7389425,-0.44782900000000003,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,24.333333333333332,2.1666666666666665,0.0
full2025_validation,h_one_symbol,2025-10,9,1,0.1111111111111111,-25.08,29.17,-54.25000000000001,0.5376958525345622,-0.12285033333333334,47.78,0.4778,-0.5249058183340309,0.45257466666666674,-0.6014981111111113,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,26.22222222222222,1.0,0.0
full2025_validation,h_one_symbol,2025-11,3,0,0.0,-67.05,0,-67.05,0.0,-1.005172,67.05,0.6705,-1.0,0.20193000000000003,-0.9859306666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.333333333333334,1.0,0.0
full2025_validation,h_one_symbol,2025-12,2,0,0.0,-28.669999999999998,0,-28.669999999999998,0.0,-0.6161804999999999,28.669999999999998,0.28669999999999995,-1.0,0.362153,-0.8954415,0.0,0.0,0.0,0.0,0.0,0.5,0.5,17.5,1.5,0.0
full2025_validation,i_h1_diag,2025-01,15,3,0.2,-233.92999999999998,41.93,-275.86,0.15199738998042484,-0.6626480666666666,236.15999999999997,2.3615999999999997,-0.9905572493224932,0.27684193333333335,-0.7638158,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,17.133333333333333,1.5333333333333334,0.0
full2025_validation,i_h1_diag,2025-02,4,2,0.5,20.270000000000003,44.86,-24.59,1.8243188287921919,0.18857675000000002,23.03,0.2303,0.8801563178462876,0.63551225,-0.675996,0.75,0.25,0.25,0.0,0.25,0.25,0.5,21.5,1.0,0.0
full2025_validation,i_h1_diag,2025-03,16,8,0.5,12.370000000000001,148.89999999999998,-136.53,1.090602797919871,0.030152562500000018,45.769999999999996,0.45769999999999994,0.2702643653047848,0.6175718125,-0.587335375,0.4375,0.375,0.3125,0.0,0.25,0.25,0.5,22.25,2.8125,0.0
full2025_validation,i_h1_diag,2025-04,58,26,0.4482758620689655,-125.38000000000001,496.85999999999996,-622.24,0.7985021856518384,-0.0825465,214.28999999999996,2.1428999999999996,-0.5850949647673714,0.6046868965517243,-0.733534224137931,0.4827586206896552,0.39655172413793105,0.29310344827586204,0.0,0.20689655172413793,0.3793103448275862,0.41379310344827586,20.620689655172413,1.896551724137931,0.0
full2025_validation,i_h1_diag,2025-05,15,8,0.5333333333333333,-29.28,118.14000000000001,-147.42000000000002,0.8013838013838014,-0.07395720000000003,75.26,0.7526,-0.3890512888652671,0.5816288000000001,-0.6086462666666667,0.5333333333333333,0.3333333333333333,0.2,0.0,0.13333333333333333,0.4,0.4666666666666667,22.466666666666665,1.4,0.0
full2025_validation,i_h1_diag,2025-06,11,6,0.5454545454545454,-55.370000000000005,39.04,-94.41,0.4135155174240017,-0.22133318181818185,83.8,0.8380000000000001,-0.6607398568019094,0.5400425454545453,-0.5418168181818183,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.0,0.0,0.36363636363636365,0.6363636363636364,20.727272727272727,1.9090909090909092,0.0
full2025_validation,i_h1_diag,2025-07,6,4,0.6666666666666666,25.310000000000002,56.94,-31.63,1.800189693329118,0.19976749999999996,23.13,0.2313,1.0942498919152617,0.6672281666666667,-0.5073763333333333,0.6666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,26.0,1.8333333333333333,0.0
full2025_validation,i_h1_diag,2025-08,9,6,0.6666666666666666,79.57,132.2,-52.629999999999995,2.511875356260688,0.3959924444444445,28.200000000000003,0.28200000000000003,2.8216312056737585,0.8495165555555556,-0.44198122222222225,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,20.11111111111111,1.0,0.0
full2025_validation,i_h1_diag,2025-09,6,5,0.8333333333333334,61.7,84.59,-22.89,3.695500218435998,0.4425238333333334,22.89,0.22890000000000002,2.695500218435998,0.7389425,-0.44782900000000003,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,24.333333333333332,2.1666666666666665,0.0
full2025_validation,i_h1_diag,2025-10,9,1,0.1111111111111111,-25.08,29.17,-54.25000000000001,0.5376958525345622,-0.12285033333333334,47.78,0.4778,-0.5249058183340309,0.45257466666666674,-0.6014981111111113,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,26.22222222222222,1.0,0.0
full2025_validation,i_h1_diag,2025-11,3,0,0.0,-67.05,0,-67.05,0.0,-1.005172,67.05,0.6705,-1.0,0.20193000000000003,-0.9859306666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.333333333333334,1.0,0.0
full2025_validation,i_h1_diag,2025-12,2,0,0.0,-28.669999999999998,0,-28.669999999999998,0.0,-0.6161804999999999,28.669999999999998,0.28669999999999995,-1.0,0.362153,-0.8954415,0.0,0.0,0.0,0.0,0.0,0.5,0.5,17.5,1.5,0.0
full2025_validation,j_full_fractal_diag,2025-01,15,3,0.2,-233.92999999999998,41.93,-275.86,0.15199738998042484,-0.6626480666666666,236.15999999999997,2.3615999999999997,-0.9905572493224932,0.27684193333333335,-0.7638158,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,17.133333333333333,1.5333333333333334,0.0
full2025_validation,j_full_fractal_diag,2025-02,4,2,0.5,20.270000000000003,44.86,-24.59,1.8243188287921919,0.18857675000000002,23.03,0.2303,0.8801563178462876,0.63551225,-0.675996,0.75,0.25,0.25,0.0,0.25,0.25,0.5,21.5,1.0,0.0
full2025_validation,j_full_fractal_diag,2025-03,16,8,0.5,12.370000000000001,148.89999999999998,-136.53,1.090602797919871,0.030152562500000018,45.769999999999996,0.45769999999999994,0.2702643653047848,0.6175718125,-0.587335375,0.4375,0.375,0.3125,0.0,0.25,0.25,0.5,22.25,2.8125,0.0
full2025_validation,j_full_fractal_diag,2025-04,58,26,0.4482758620689655,-125.38000000000001,496.85999999999996,-622.24,0.7985021856518384,-0.0825465,214.28999999999996,2.1428999999999996,-0.5850949647673714,0.6046868965517243,-0.733534224137931,0.4827586206896552,0.39655172413793105,0.29310344827586204,0.0,0.20689655172413793,0.3793103448275862,0.41379310344827586,20.620689655172413,1.896551724137931,0.0
full2025_validation,j_full_fractal_diag,2025-05,15,8,0.5333333333333333,-29.28,118.14000000000001,-147.42000000000002,0.8013838013838014,-0.07395720000000003,75.26,0.7526,-0.3890512888652671,0.5816288000000001,-0.6086462666666667,0.5333333333333333,0.3333333333333333,0.2,0.0,0.13333333333333333,0.4,0.4666666666666667,22.466666666666665,1.4,0.0
full2025_validation,j_full_fractal_diag,2025-06,11,6,0.5454545454545454,-55.370000000000005,39.04,-94.41,0.4135155174240017,-0.22133318181818185,83.8,0.8380000000000001,-0.6607398568019094,0.5400425454545453,-0.5418168181818183,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.0,0.0,0.36363636363636365,0.6363636363636364,20.727272727272727,1.9090909090909092,0.0
full2025_validation,j_full_fractal_diag,2025-07,6,4,0.6666666666666666,25.310000000000002,56.94,-31.63,1.800189693329118,0.19976749999999996,23.13,0.2313,1.0942498919152617,0.6672281666666667,-0.5073763333333333,0.6666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,26.0,1.8333333333333333,0.0
full2025_validation,j_full_fractal_diag,2025-08,9,6,0.6666666666666666,79.57,132.2,-52.629999999999995,2.511875356260688,0.3959924444444445,28.200000000000003,0.28200000000000003,2.8216312056737585,0.8495165555555556,-0.44198122222222225,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,20.11111111111111,1.0,0.0
full2025_validation,j_full_fractal_diag,2025-09,6,5,0.8333333333333334,61.7,84.59,-22.89,3.695500218435998,0.4425238333333334,22.89,0.22890000000000002,2.695500218435998,0.7389425,-0.44782900000000003,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,24.333333333333332,2.1666666666666665,0.0
full2025_validation,j_full_fractal_diag,2025-10,9,1,0.1111111111111111,-25.08,29.17,-54.25000000000001,0.5376958525345622,-0.12285033333333334,47.78,0.4778,-0.5249058183340309,0.45257466666666674,-0.6014981111111113,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,26.22222222222222,1.0,0.0
full2025_validation,j_full_fractal_diag,2025-11,3,0,0.0,-67.05,0,-67.05,0.0,-1.005172,67.05,0.6705,-1.0,0.20193000000000003,-0.9859306666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.333333333333334,1.0,0.0
full2025_validation,j_full_fractal_diag,2025-12,2,0,0.0,-28.669999999999998,0,-28.669999999999998,0.0,-0.6161804999999999,28.669999999999998,0.28669999999999995,-1.0,0.362153,-0.8954415,0.0,0.0,0.0,0.0,0.0,0.5,0.5,17.5,1.5,0.0
q1_quick,e_base_first_child_flip,2025-01,15,3,0.2,-233.92999999999998,41.93,-275.86,0.15199738998042484,-0.6626480666666666,236.15999999999997,2.3615999999999997,-0.9905572493224932,0.27684193333333335,-0.7638158,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,17.133333333333333,1.5333333333333334,0.0
q1_quick,e_base_first_child_flip,2025-02,4,2,0.5,20.270000000000003,44.86,-24.59,1.8243188287921919,0.18857675000000002,23.03,0.2303,0.8801563178462876,0.63551225,-0.675996,0.75,0.25,0.25,0.0,0.25,0.25,0.5,21.5,1.0,0.0
q1_quick,e_base_first_child_flip,2025-03,16,8,0.5,12.370000000000001,148.89999999999998,-136.53,1.090602797919871,0.030152562500000018,45.769999999999996,0.45769999999999994,0.2702643653047848,0.6175718125,-0.587335375,0.4375,0.375,0.3125,0.0,0.25,0.25,0.5,22.25,2.8125,0.0
q1_quick,f_child_stop,2025-01,15,3,0.2,-233.92999999999998,41.93,-275.86,0.15199738998042484,-0.6626480666666666,236.15999999999997,2.3615999999999997,-0.9905572493224932,0.27684193333333335,-0.7638158,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,17.133333333333333,1.5333333333333334,0.0
q1_quick,f_child_stop,2025-02,4,2,0.5,20.270000000000003,44.86,-24.59,1.8243188287921919,0.18857675000000002,23.03,0.2303,0.8801563178462876,0.63551225,-0.675996,0.75,0.25,0.25,0.0,0.25,0.25,0.5,21.5,1.0,0.0
q1_quick,f_child_stop,2025-03,16,8,0.5,12.370000000000001,148.89999999999998,-136.53,1.090602797919871,0.030152562500000018,45.769999999999996,0.45769999999999994,0.2702643653047848,0.6175718125,-0.587335375,0.4375,0.375,0.3125,0.0,0.25,0.25,0.5,22.25,2.8125,0.0
q1_quick,g_parent_stop,2025-01,10,1,0.1,-195.32,14.75,-210.07,0.0702146903413148,-0.8048724,195.32,1.9532,-1.0,0.18737189999999998,-0.8876703999999999,0.1,0.1,0.1,0.0,0.0,0.8,0.2,9.2,1.5,0.0
q1_quick,g_parent_stop,2025-02,2,1,0.5,-0.8099999999999987,23.27,-24.08,0.9663621262458473,-0.026939000000000046,24.08,0.2408,-0.033637873754152774,0.94953,-0.7252255,1.0,0.5,0.5,0.0,0.0,0.5,0.5,17.0,2.0,0.0
q1_quick,g_parent_stop,2025-03,9,5,0.5555555555555556,33.92,113.91000000000001,-79.99000000000001,1.4240530066258281,0.137985,37.230000000000004,0.3723000000000001,0.9110932044050496,0.6956662222222223,-0.6266592222222223,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,17.333333333333332,2.111111111111111,0.0
q1_quick,h_one_symbol,2025-01,15,3,0.2,-233.92999999999998,41.93,-275.86,0.15199738998042484,-0.6626480666666666,236.15999999999997,2.3615999999999997,-0.9905572493224932,0.27684193333333335,-0.7638158,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,17.133333333333333,1.5333333333333334,0.0
