family,month,geometry,variant,scope,direction,feature,importance,kind
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m1_m15_ema20_slope_product,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m1_m15_macd_hist_product,0.0062532554928841,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m1_m15_atr_ratio,0.0216739863514,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m1_m15_rsi_x_trend,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m5_m15_alignment_product,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m5_m15_rsi14_difference,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m5_m15_ema20_slope_product,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m5_m15_macd_hist_product,0.01987416360857,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m5_m15_atr_ratio,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,1,m5_m15_rsi_x_trend,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,quote_mid,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,quote_spread,0.00021733323508925,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,shock_direction,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_atr7,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_atr14,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_atr28,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_atr14_price,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_atr7_atr28,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_atr14_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_atr14_z64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_atr14_change3,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_spread_atr,0.0041840090185158,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_tick_volume,0.0022676190575963,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_tick_volume_rel20,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_tick_volume_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_body_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_upper_wick_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_lower_wick_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_bar_range_atr,0.0044771192175588,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_bar_close_location,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_close_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_accel_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_gap_z64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_sma_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma5_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma5_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma5_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma5_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma5_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_close_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_accel_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_gap_z64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_sma_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma10_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma10_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma10_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma10_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma10_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_close_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_accel_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_gap_z64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_sma_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma20_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma20_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma20_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma20_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma20_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_close_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_accel_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_gap_z64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema50_sma_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma50_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma50_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma50_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma50_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_sma50_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi7_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi7_centered,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi7_slope1,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi7_slope3,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi7_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi14_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi14_centered,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi14_slope1,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi14_slope3,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi14_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi21_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi21_centered,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi21_slope1,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi21_slope3,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi21_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_macd_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_macd_signal_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_macd_hist_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_macd_hist_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_macd_hist_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_stoch14_k,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_stoch14_d,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_stoch14_k_minus_d,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_williams14_r,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_cci20,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_adx14,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_plus_di14,0.0099389039487014,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_minus_di14,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_di_balance,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_adx14_slope3,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc1_pct,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc3_pct,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc5_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc5_pct,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc10_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc10_pct,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc20_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_roc20_pct,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range5_width_atr,0.011621051311902,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range5_position,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range5_high_distance_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range5_low_distance_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range5_signed_efficiency,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_realized_vol5,0.012506428795012,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_realized_vol5_atr,0.0039709903137242,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range20_width_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range20_position,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range20_high_distance_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range20_low_distance_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range20_signed_efficiency,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_realized_vol20,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_realized_vol20_atr,0.011231332321527,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range60_width_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range60_position,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range60_high_distance_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range60_low_distance_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_range60_signed_efficiency,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_realized_vol60,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_realized_vol60_atr,0.041985208741117,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_bb20_width_atr,0.0018690941923945,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_bb20_price_z,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_bb20_position,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_consecutive_signed_bars,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema5_20_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema10_20_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_50_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema_alignment,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema_alignment_x_rsi14,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_gap_x_rsi14,0.0071795427876839,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_rsi14_x_adx14,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_macd_hist_x_atr_expansion,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_ema20_slope_x_adx,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_body_x_tick_activity,0.02040408779028,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_shock_x_ema20_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_shock_x_ema20_50_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_shock_x_rsi14_centered,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_shock_x_macd_hist_atr,0.0015842249334055,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_shock_x_di_balance,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_shock_x_roc5_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m1_shock_x_range20_signed_efficiency,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_atr7,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_atr14,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_atr28,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_atr14_price,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_atr7_atr28,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_atr14_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_atr14_z64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_atr14_change3,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_spread_atr,0.013901597670523,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_tick_volume,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_tick_volume_rel20,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_tick_volume_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_body_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_upper_wick_atr,0.016870768253742,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_lower_wick_atr,0.0013957669426481,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_bar_range_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_bar_close_location,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_close_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_accel_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_gap_z64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema5_sma_gap_atr,0.031750759921415,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_sma5_value,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_sma5_price_gap_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_sma5_slope1_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_sma5_slope3_atr,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_sma5_gap_pct64,0,ABS_STANDARDIZED_COEFFICIENT
ELASTICNET,202503,5,FULL486,SELECTED_FORWARD,-1,m5_ema10_value,0,ABS_STANDARDIZED_COEFFICIENT
