"entry_time","exit_time","strategy","symbol","direction","server_time","server_hour","utc_hour","jst_hour","session_label","session_start_utc","minutes_from_session_start","trade_window_label","is_within_first_60min","is_within_first_120min","broker_utc_offset_used","selected_symbol_for_session","selected_reason","session_candidate_symbol_map","entry_pattern","entry_trigger","neckline_level","ltf_wave3_timeframe","top_context_tf","structure_tf","primary_entry_tf","secondary_entry_tf","use_secondary_entry_tf","htf_alignment_mode","htf_permission_mode","allowed_direction","top_context_direction_state","structure_direction_state","h4_direction_state","h1_direction_state","rejected_by_htf_permission","candidate_long_detected","candidate_short_detected","selected_candidate_direction","selected_candidate_timeframe","selected_candidate_pattern","primary_best_pattern","primary_best_score","secondary_best_pattern","secondary_best_score","m15_best_pattern","m15_best_score","m5_best_pattern","m5_best_score","htf_wave3_direction","htf_wave3_confirmed","htf_fractal_alignment","wave3_alignment_passed","htf_nearest_resistance","htf_nearest_support","nearest_obstacle_price","nearest_obstacle_type","nearest_obstacle_distance_r","retest_reference_type","retest_reference_price","retest_reference_distance_atr","clean_path_to_target","hard_obstacle_present_before_target","soft_obstacle_present_before_target","obstacle_blocked","target_reward_multiple","target_price","base_pattern_score","target_room_score","retest_score","fib_source_tf","fib_impulse_high","fib_impulse_low","fib_retrace_ratio","fib_zone","fib_score","fib_required_pass","time_bucket","time_score_removed_flag","candidate_orderable_before_session_selection","rejected_before_selection_reason","session_consumed_reason","final_score","entry","exit","stop_loss","take_profit","risk_price","result_r","initial_stop_loss_price","current_stop_loss_price","break_even_enabled","break_even_triggered","break_even_trigger_type","break_even_trigger_r","break_even_trigger_time","bars_to_break_even","max_favorable_r_before_exit","max_adverse_r_before_exit","exit_type","full_sl_exit","break_even_exit","tp_exit","time_exit","result_r_before_be","result_r_after_be","profit","commission","swap","net_profit","volume","reward_r","holding_bars","atr","spread_points","score","failure_type","session_invalidated","invalidation_reason","exit_reason","position_id","break_even_mode","cycle"
"2025.01.02 19:10:00","2025.01.02 19:10:21","session_reversal_pullback_all_symbols_first120","EURJPY","SHORT","2025.01.02 19:05:00","19","16","1","new_york","2025.01.02 16:00","5","first_120min","true","true","3","EURJPY","all_symbols_symbol_session_one_shot","new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD","sweep_high_reclaim","sweep_reclaim_retest","161.78900000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","short_only","data_unavailable","ordered_dow_wave3_break_below_swing_low","data_unavailable","ordered_dow_wave3_break_below_swing_low","false","false","true","SHORT","PERIOD_M5","sweep_high_reclaim","sweep_high_reclaim","3.400","none","0.000","sweep_high_reclaim","3.400","none","0.000","SHORT","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low","true","161.78750000","161.67900000","161.67900000","session_low","1.1974","neckline_level","161.78900000","0.1095","false","true","true","false","1.50","161.65600000","3.400","0.150","0.200","PERIOD_M30","162.45000000","162.01800000","-0.5741","outside","0.000","true","0-30","true","false","none","order_sent","3.750","161.77000000","161.84600000","161.84600000","161.65600000","0.07600000","-1.0000","161.84600000","161.84600000","false","false","none","0.0000","","-1","0.0000","1.0000","full_sl","true","false","false","false","-1.0000","0.0000","-24.59","0.00","0.00","-24.59","0.510","1.500","0","0.17350000","30.00","3.750","sweep_reclaim_failed","false","not_invalidated","DEAL_REASON_SL","2","no_break_even","c1_full_hard_wave3"
"2025.01.07 03:10:00","2025.01.07 05:10:00","session_reversal_pullback_all_symbols_first120","USDJPY","LONG","2025.01.07 03:05:00","3","0","9","tokyo","2025.01.07 00:00","5","first_120min","true","true","3","USDJPY","all_symbols_symbol_session_one_shot","tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY","double_bottom","neckline_break_retest","158.21500000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","long_only","data_unavailable","ordered_dow_wave3_break_above_swing_high","data_unavailable","ordered_dow_wave3_break_above_swing_high","false","true","false","LONG","PERIOD_M5","double_bottom","double_bottom","4.200","none","0.000","double_bottom","4.200","none","0.000","LONG","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_LONG_ordered_dow_wave3_break_above_swing_high","true","158.29900000","158.21500000","158.29900000","current_day_high","0.2233","neckline_level","158.21500000","0.3131","false","true","true","false","1.50","158.56200000","4.200","-0.300","0.200","PERIOD_M30","157.65500000","157.53200000","-4.8618","outside","0.000","true","0-30","true","false","none","order_sent","4.100","158.25300000","158.26900000","158.04700000","158.56200000","0.20600000","0.0777","158.04700000","158.04700000","false","false","none","0.0000","","-1","0.0777","0.0000","time","false","false","false","true","0.0777","0.0000","1.92","0.00","0.00","1.92","0.190","1.500","24","0.12135714","21.00","4.100","target_not_reached_before_session_end","false","not_invalidated","DEAL_REASON_EXPERT","4","no_break_even","c1_full_hard_wave3"
"2025.01.10 03:05:00","2025.01.10 03:37:13","session_reversal_pullback_all_symbols_first120","USDJPY","SHORT","2025.01.10 03:00:00","3","0","9","tokyo","2025.01.10 00:00","0","first_120min","true","true","3","USDJPY","all_symbols_symbol_session_one_shot","tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY","double_top","neckline_break_retest","158.00200000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","short_only","data_unavailable","ordered_dow_wave3_break_below_swing_low","data_unavailable","ordered_dow_wave3_break_below_swing_low","false","false","true","SHORT","PERIOD_M5","double_top","double_top","4.200","none","0.000","double_top","4.200","none","0.000","SHORT","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low","true","158.00200000","157.99400000","157.99400000","failed_breakout_level","0.0064","neckline_level","158.00200000","0.0870","false","true","true","false","1.50","157.76000000","4.200","-0.300","0.200","PERIOD_M30","158.16100000","158.05000000","-0.4955","outside","0.000","true","0-30","true","false","none","order_sent","4.100","157.99500000","158.15300000","158.15100000","157.76000000","0.15600000","-1.0128","158.15100000","158.15100000","false","false","none","0.0000","","-1","0.0000","1.0128","full_sl","true","false","false","false","-1.0128","0.0000","-24.98","0.00","0.00","-24.98","0.250","1.506","6","0.08050000","16.00","4.100","neckline_retest_failed","false","not_invalidated","DEAL_REASON_SL","6","no_break_even","c1_full_hard_wave3"
"2025.01.10 17:55:00","2025.01.10 19:55:00","session_reversal_pullback_all_symbols_first120","USDJPY","SHORT","2025.01.10 17:50:00","17","14","23","london_newyork_overlap","2025.01.10 13:00","110","first_120min","false","true","3","USDJPY","all_symbols_symbol_session_one_shot","london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD","head_and_shoulders","right_shoulder_entry","157.75800000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","short_only","data_unavailable","ordered_dow_wave3_break_below_swing_low","data_unavailable","ordered_dow_wave3_break_below_swing_low","false","false","true","SHORT","PERIOD_M5","head_and_shoulders","head_and_shoulders","4.500","none","0.000","head_and_shoulders","4.500","none","0.000","SHORT","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low","true","157.75800000","157.57900000","157.57900000","recent_equal_highs","0.1076","opening_range_low|neckline_level","157.75800000","0.6669","false","true","true","false","1.50","156.92000000","4.500","-0.300","0.200","PERIOD_M30","158.16400000","157.88700000","-0.9278","outside","0.000","true","90-120","true","false","none","order_sent","4.400","157.63000000","157.67500000","158.10400000","156.92000000","0.47400000","-0.0949","158.10400000","158.10400000","false","false","none","0.0000","","-1","0.0000","0.0949","time","false","false","false","true","-0.0949","0.0000","-2.28","0.00","0.00","-2.28","0.080","1.498","24","0.19192857","17.00","4.400","no_followthrough_after_retest","false","not_invalidated","DEAL_REASON_EXPERT","8","no_break_even","c1_full_hard_wave3"
"2025.01.10 18:00:00","2025.01.10 20:00:00","session_reversal_pullback_all_symbols_first120","GBPJPY","SHORT","2025.01.10 17:55:00","17","14","23","london_newyork_overlap","2025.01.10 13:00","115","first_120min","false","true","3","GBPJPY","all_symbols_symbol_session_one_shot","london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD","double_top","neckline_break_retest","192.75100000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","short_only","data_unavailable","ordered_dow_wave3_break_below_swing_low","data_unavailable","ordered_dow_wave3_break_below_swing_low","false","false","true","SHORT","PERIOD_M5","double_top","double_top","4.200","none","0.000","double_top","4.200","none","0.000","SHORT","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low","true","192.68600000","192.66100000","192.66100000","current_day_low","0.0268","session_low|opening_range_low|neckline_level","192.66100000","0.0411","false","false","true","false","1.50","192.11200000","4.200","-0.300","0.200","PERIOD_M30","194.67700000","193.67500000","-1.0020","outside","0.000","true","90-120","true","false","none","order_sent","4.100","192.67100000","192.72500000","193.04400000","192.11200000","0.37300000","-0.1448","193.04400000","193.04400000","false","false","none","0.0000","","-1","0.0000","0.1448","time","false","false","false","true","-0.1448","0.0000","-3.42","0.00","0.00","-3.42","0.100","1.499","24","0.24314286","38.00","4.100","neckline_retest_failed","false","not_invalidated","DEAL_REASON_EXPERT","9","no_break_even","c1_full_hard_wave3"
"2025.01.14 19:30:00","2025.01.14 21:30:00","session_reversal_pullback_all_symbols_first120","USDJPY","LONG","2025.01.14 19:25:00","19","16","1","new_york","2025.01.14 16:00","25","first_120min","true","true","3","USDJPY","all_symbols_symbol_session_one_shot","new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD","inverse_head_and_shoulders","right_shoulder_entry","158.08500000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","long_only","data_unavailable","ordered_dow_wave3_break_above_swing_high","data_unavailable","ordered_dow_wave3_break_above_swing_high","false","true","false","LONG","PERIOD_M5","inverse_head_and_shoulders","inverse_head_and_shoulders","4.500","none","0.000","inverse_head_and_shoulders","4.500","none","0.000","LONG","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_LONG_ordered_dow_wave3_break_above_swing_high","true","158.50000000","158.16000000","158.50000000","round_number","1.2773","session_high|opening_range_high|neckline_level","158.16000000","0.1524","false","false","true","false","1.50","158.55700000","4.500","0.150","0.200","PERIOD_M30","158.12300000","157.40200000","-0.0693","outside","0.000","true","0-30","true","false","none","order_sent","4.850","158.17300000","157.98100000","157.91700000","158.55700000","0.25600000","-0.7500","157.91700000","157.91700000","false","false","none","0.0000","","-1","0.0000","0.7500","time","false","false","false","true","-0.7500","0.0000","-18.23","0.00","0.00","-18.23","0.150","1.500","24","0.08528571","17.00","4.850","no_followthrough_after_retest","false","not_invalidated","DEAL_REASON_EXPERT","12","no_break_even","c1_full_hard_wave3"
"2025.01.15 10:05:00","2025.01.15 11:13:08","session_reversal_pullback_all_symbols_first120","GBPJPY","SHORT","2025.01.15 10:00:00","10","7","16","london","2025.01.15 07:00","0","first_120min","true","true","3","GBPJPY","all_symbols_symbol_session_one_shot","london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD","double_top","neckline_break_retest","191.93700000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","short_only","data_unavailable","ordered_dow_wave3_break_below_swing_low","data_unavailable","ordered_dow_wave3_break_below_swing_low","false","false","true","SHORT","PERIOD_M5","double_top","double_top","4.200","none","0.000","double_top","4.200","none","0.000","SHORT","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low","true","191.84800000","191.76500000","191.76500000","session_low","0.3624","neckline_level","191.93700000","0.3768","false","true","false","false","1.50","191.51600000","4.200","-0.300","0.200","PERIOD_M30","192.70000000","192.54500000","-4.5226","outside","0.000","true","0-30","true","false","none","order_sent","4.100","191.84400000","191.51500000","192.06200000","191.51600000","0.21800000","1.5092","192.06200000","192.06200000","false","false","none","0.0000","","-1","1.5092","0.0000","tp","false","false","true","false","1.5092","0.0000","35.40","0.00","0.00","35.40","0.170","1.505","13","0.24678571","38.00","4.100","other","false","not_invalidated","DEAL_REASON_TP","14","no_break_even","c1_full_hard_wave3"
"2025.01.15 10:05:00","2025.01.15 12:05:00","session_reversal_pullback_all_symbols_first120","GBPUSD","LONG","2025.01.15 10:00:00","10","7","16","london","2025.01.15 07:00","0","first_120min","true","true","3","GBPUSD","all_symbols_symbol_session_one_shot","london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD","choch_up","first_pullback_after_choch","1.22313000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","long_only","data_unavailable","ordered_dow_wave3_break_above_swing_high","data_unavailable","ordered_dow_wave3_break_above_swing_high","false","true","false","LONG","PERIOD_M5","choch_up","choch_up","3.100","none","0.000","choch_up","3.100","none","0.000","LONG","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_LONG_ordered_dow_wave3_break_above_swing_high","true","1.22363000","1.22343000","1.22373000","failed_breakout_level","0.0475","session_high|opening_range_high|neckline_level","1.22363000","0.0678","false","true","true","false","1.50","1.23015000","3.100","-0.300","0.200","PERIOD_M30","1.22135000","1.21917000","-0.9954","outside","0.000","true","0-30","true","false","none","order_sent","3.000","1.22352000","1.22206000","1.21910000","1.23015000","0.00442000","-0.3303","1.21910000","1.21910000","false","false","none","0.0000","","-1","0.0000","0.3303","time","false","false","false","true","-0.3303","0.0000","-7.30","0.00","0.00","-7.30","0.050","1.500","24","0.00162214","20.00","3.000","choch_failed","false","not_invalidated","DEAL_REASON_EXPERT","15","no_break_even","c1_full_hard_wave3"
"2025.01.15 16:15:00","2025.01.15 16:27:21","session_reversal_pullback_all_symbols_first120","USDJPY","SHORT","2025.01.15 16:10:00","16","13","22","london_newyork_overlap","2025.01.15 13:00","10","first_120min","true","true","3","USDJPY","all_symbols_symbol_session_one_shot","london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD","double_top","neckline_break_retest","156.32600000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","short_only","data_unavailable","ordered_dow_wave3_break_below_swing_low","data_unavailable","ordered_dow_wave3_break_below_swing_low","false","false","true","SHORT","PERIOD_M5","double_top","double_top","4.200","none","0.000","double_top","4.200","none","0.000","SHORT","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low","true","156.30900000","156.24300000","156.24300000","pre_session_low","0.3132","neckline_level","156.32600000","0.1510","false","true","true","false","1.50","156.02700000","4.200","-0.300","0.200","PERIOD_M30","158.07400000","156.70100000","-0.2921","outside","0.000","true","0-30","true","false","none","order_sent","4.100","156.30000000","156.02300000","156.48200000","156.02700000","0.18200000","1.5220","156.48200000","156.48200000","false","false","none","0.0000","","-1","1.5220","0.0000","tp","false","false","true","false","1.5220","0.0000","37.28","0.00","0.00","37.28","0.210","1.500","2","0.17221429","19.00","4.100","other","false","not_invalidated","DEAL_REASON_TP","18","no_break_even","c1_full_hard_wave3"
"2025.01.15 16:30:00","2025.01.15 18:30:00","session_reversal_pullback_all_symbols_first120","EURJPY","SHORT","2025.01.15 16:25:00","16","13","22","london_newyork_overlap","2025.01.15 13:00","25","first_120min","true","true","3","EURJPY","all_symbols_symbol_session_one_shot","london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD","head_and_shoulders","right_shoulder_entry","161.43000000","PERIOD_M5","ENUM_TIMEFRAMES::60","PERIOD_M30","PERIOD_M5","PERIOD_M5","false","strict_h4_h1_alignment","structure_confirmed_top_not_opposite_pre_filter","short_only","data_unavailable","ordered_dow_wave3_break_below_swing_low","data_unavailable","ordered_dow_wave3_break_below_swing_low","false","false","true","SHORT","PERIOD_M5","head_and_shoulders","head_and_shoulders","4.500","none","0.000","head_and_shoulders","4.500","none","0.000","SHORT","false","ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low","true","161.42700000","161.26500000","161.26500000","current_day_low","0.0477","session_low|opening_range_low|neckline_level","161.26500000","0.1426","false","true","true","false","1.50","160.50500000","4.500","-0.300","0.200","PERIOD_M30","162.68300000","161.52300000","-0.2009","outside","0.000","true","0-30","true","false","none","order_sent","4.400","161.29000000","161.17400000","161.81400000","160.50500000","0.52400000","0.2214","161.81400000","161.81400000","false","false","none","0.0000","","-1","0.2214","0.0000","time","false","false","false","true","0.2214","0.0000","5.20","0.00","0.00","5.20","0.070","1.498","24","0.17528571","30.00","4.400","target_not_reached_before_session_end","false","not_invalidated","DEAL_REASON_EXPERT","20","no_break_even","c1_full_hard_wave3"
