entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_alignment_mode,htf_permission_mode,allowed_direction,h4_direction_state,h1_direction_state,rejected_by_htf_permission,candidate_long_detected,candidate_short_detected,selected_candidate_direction,selected_candidate_timeframe,m15_best_pattern,m15_best_score,m5_best_pattern,m5_best_score,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,retest_reference_distance_atr,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,target_room_score,retest_score,time_bucket,time_score_removed_flag,candidate_orderable_before_session_selection,rejected_before_selection_reason,session_consumed_reason,final_score,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.01.06 16:15:00,2025.01.06 16:16:14,session_reversal_pullback_all_symbols_first120,AUDJPY,LONG,2025.01.06 16:00:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,0,first_120min,true,true,3,AUDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,98.57500000,PERIOD_M15,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_above_swing_high,confirmed_break_above_swing_high,false,true,true,LONG,PERIOD_M15,double_bottom,4.200,none,0.000,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,98.63400000,98.61400000,98.63400000,pre_session_high,0.0405,session_high|opening_range_high|neckline_level,98.61400000,0.0687,false,true,true,false,1.50,98.95800000,0.000,0.000,0-30,false,false,none,order_sent,4.400,98.62500000,98.38900000,98.40300000,98.95800000,0.22200000,-1.0631,98.40300000,98.40300000,false,false,none,0.0000,,-1,0.0000,1.0631,full_sl,true,false,false,false,-1.0631,0.0000,-25.57,0.00,0.00,-25.57,0.170,1.500,0,0.16000000,28.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,2,no_break_even
2025.01.09 16:15:00,2025.01.09 17:00:08,session_reversal_pullback_all_symbols_first120,GBPJPY,SHORT,2025.01.09 16:00:00,16,13,22,london_newyork_overlap,2025.01.09 13:00,0,first_120min,true,true,3,GBPJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,194.07100000,PERIOD_M15,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_below_swing_low,confirmed_break_below_swing_low,false,false,true,SHORT,PERIOD_M15,double_top,4.200,none,0.000,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,194.07100000,194.02133333,194.02133333,recent_equal_lows,0.0353,neckline_level,194.07100000,0.1431,false,true,true,false,1.50,193.49600000,0.000,0.000,0-30,false,false,none,order_sent,4.400,194.03400000,194.39700000,194.39300000,193.49600000,0.35900000,-1.0111,194.39300000,194.39300000,false,false,none,0.0000,,-1,0.0000,1.0111,full_sl,true,false,false,false,-1.0111,0.0000,-22.99,0.00,0.00,-22.99,0.100,1.499,3,0.25857143,38.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,4,no_break_even
2025.01.15 16:15:00,2025.01.15 16:27:21,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.15 16:00:00,16,13,22,london_newyork_overlap,2025.01.15 13:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,156.32600000,PERIOD_M5,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_below_swing_low,confirmed_break_below_swing_low,false,false,true,SHORT,PERIOD_M5,none,0.000,double_top,4.200,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,156.32600000,156.24300000,156.24300000,pre_session_low,0.3132,neckline_level,156.32600000,0.1509,false,true,true,false,1.50,156.02700000,0.000,0.000,0-30,false,false,none,order_sent,4.400,156.30000000,156.02300000,156.48200000,156.02700000,0.18200000,1.5220,156.48200000,156.48200000,false,false,none,0.0000,,-1,1.5220,0.0000,tp,false,false,true,false,1.5220,0.0000,37.28,0.00,0.00,37.28,0.210,1.500,0,0.17228571,19.00,4.400,other,false,not_invalidated,DEAL_REASON_TP,6,no_break_even
2025.01.15 20:00:00,2025.01.16 02:00:00,session_reversal_pullback_all_symbols_first120,GBPJPY,SHORT,2025.01.15 19:45:00,19,16,1,new_york,2025.01.15 16:00,45,first_120min,true,true,3,GBPJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,191.33600000,PERIOD_M15,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_below_swing_low,confirmed_break_below_swing_low,false,false,true,SHORT,PERIOD_M15,head_and_shoulders,4.500,none,0.000,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,191.23300000,191.14275000,191.14275000,recent_equal_lows,0.0973,neckline_level,191.33600000,0.5553,false,true,true,false,1.50,190.18700000,0.000,0.000,30-60,false,false,none,order_sent,4.700,191.20900000,191.27500000,191.89000000,190.18700000,0.68100000,-0.0969,191.89000000,191.89000000,false,false,none,0.0000,,-1,0.0000,0.0969,time,false,false,false,true,-0.0969,0.0000,-2.12,0.00,-2.13,-4.25,0.050,1.501,24,0.22871429,38.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,8,no_break_even
2025.01.16 19:15:00,2025.01.17 01:15:00,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.16 19:00:00,19,16,1,new_york,2025.01.16 16:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,155.54900000,PERIOD_M15,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_below_swing_low,confirmed_break_below_swing_low,false,false,true,SHORT,PERIOD_M15,head_and_shoulders,4.500,none,0.000,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,155.50600000,155.33200000,155.23350000,recent_equal_lows,0.1375,session_low|opening_range_low|neckline_level,155.33200000,0.0082,false,true,true,false,1.50,154.23800000,0.000,0.000,0-30,false,false,none,order_sent,4.700,155.33400000,155.24600000,156.06500000,154.23800000,0.73100000,0.1204,156.06500000,156.06500000,false,false,none,0.0000,,-1,0.1204,0.0000,time,false,false,false,true,0.1204,0.0000,2.83,0.00,-0.57,2.26,0.050,1.499,24,0.24357143,19.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,10,no_break_even
2025.01.16 20:00:03,2025.01.17 02:00:00,session_reversal_pullback_all_symbols_first120,EURJPY,SHORT,2025.01.16 19:45:00,19,16,1,new_york,2025.01.16 16:00,45,first_120min,true,true,3,EURJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,160.00700000,PERIOD_M15,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_below_swing_low,confirmed_break_below_swing_low,false,false,true,SHORT,PERIOD_M15,head_and_shoulders,4.500,none,0.000,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,159.86700000,159.83400000,159.83400000,pre_session_low,0.0432,session_low|opening_range_low|neckline_level,159.81100000,0.2357,false,true,true,false,1.50,159.02600000,0.000,0.000,30-60,false,false,none,order_sent,4.700,159.85800000,160.06700000,160.41300000,159.02600000,0.55500000,-0.3766,160.41300000,160.41300000,false,false,none,0.0000,,-1,0.0000,0.3766,time,false,false,false,true,-0.3766,0.0000,-8.08,0.00,-0.40,-8.48,0.060,1.499,24,0.19942857,32.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,11,no_break_even
2025.01.22 03:15:01,2025.01.22 09:15:00,session_reversal_pullback_all_symbols_first120,GBPJPY,LONG,2025.01.22 03:00:00,3,0,9,tokyo,2025.01.22 00:00,0,first_120min,true,true,3,GBPJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,191.84200000,PERIOD_M15,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_above_swing_high,confirmed_break_above_swing_high,false,true,false,LONG,PERIOD_M15,double_bottom,4.200,none,0.000,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,192.05312500,192.01700000,192.05312500,recent_equal_highs,0.0658,session_high|opening_range_high|neckline_level,192.01700000,0.0718,false,true,true,false,1.50,192.53500000,0.000,0.000,0-30,false,false,none,order_sent,4.400,192.03100000,191.94200000,191.69500000,192.53500000,0.33600000,-0.2649,191.69500000,191.69500000,false,false,none,0.0000,,-1,0.0000,0.2649,time,false,false,false,true,-0.2649,0.0000,-6.31,0.00,0.00,-6.31,0.110,1.500,24,0.19500000,38.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,14,no_break_even
2025.01.22 12:00:01,2025.01.22 16:12:49,session_reversal_pullback_all_symbols_first120,GBPUSD,LONG,2025.01.22 11:45:00,11,8,17,london,2025.01.22 07:00,105,first_120min,false,true,3,GBPUSD,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.23532000,PERIOD_M15,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_above_swing_high,confirmed_break_above_swing_high,false,true,false,LONG,PERIOD_M15,inverse_head_and_shoulders,4.500,none,0.000,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,1.24000000,1.23641000,1.24000000,round_number,0.9744,session_high|opening_range_high|neckline_level,1.23641000,0.1362,false,false,true,false,1.50,1.24186000,0.000,0.000,90-120,false,false,none,order_sent,4.500,1.23657000,1.23305000,1.23305000,1.24186000,0.00352000,-1.0000,1.23305000,1.23305000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-24.64,0.00,0.00,-24.64,0.070,1.503,16,0.00117500,20.00,4.500,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,16,no_break_even
2025.01.24 10:15:00,2025.01.24 11:21:58,session_reversal_pullback_all_symbols_first120,GBPUSD,LONG,2025.01.24 10:00:00,10,7,16,london,2025.01.24 07:00,0,first_120min,true,true,3,GBPUSD,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.23991000,PERIOD_M15,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_above_swing_high,confirmed_break_above_swing_high,false,true,false,LONG,PERIOD_M15,inverse_head_and_shoulders,4.500,none,0.000,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,1.24132000,1.24035000,1.24132000,failed_breakout_level,0.4947,session_high|opening_range_high|neckline_level,1.24035000,0.0367,false,true,true,false,1.50,1.24320000,0.000,0.000,0-30,false,false,none,order_sent,4.700,1.24039000,1.24321000,1.23851000,1.24320000,0.00188000,1.5000,1.23851000,1.23851000,false,false,none,0.0000,,-1,1.5000,0.0000,tp,false,false,true,false,1.5000,0.0000,36.66,0.00,0.00,36.66,0.130,1.495,4,0.00108929,20.00,4.700,other,false,not_invalidated,DEAL_REASON_TP,18,no_break_even
2025.01.24 19:15:00,2025.01.24 19:59:23,session_reversal_pullback_all_symbols_first120,GBPUSD,LONG,2025.01.24 19:00:00,19,16,1,new_york,2025.01.24 16:00,0,first_120min,true,true,3,GBPUSD,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,1.24964000,PERIOD_M5,strict_h4_h1_alignment,current_post_filter,post_filter,confirmed_break_above_swing_high,confirmed_break_above_swing_high,false,true,false,LONG,PERIOD_M5,none,0.000,double_bottom,4.200,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,1.24989000,1.24964000,1.24989000,current_day_high,0.0566,session_high|opening_range_high|neckline_level,1.24989000,0.0460,false,false,true,false,1.50,1.25143000,0.000,0.000,0-30,false,false,none,order_sent,4.400,1.24983000,1.24876000,1.24877000,1.25143000,0.00106000,-1.0094,1.24877000,1.24877000,false,false,none,0.0000,,-1,0.0000,1.0094,full_sl,true,false,false,false,-1.0094,0.0000,-24.61,0.00,0.00,-24.61,0.230,1.509,2,0.00130357,20.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,21,no_break_even
