run_id,mode,record_type,key,events,valid_bursts,valid_pullbacks,reacceleration_entries,trades,wins,losses,time_exits,win_rate,average_win_r,average_loss_r,expectancy_r,pf,max_dd_r,avg_hold_seconds,median_hold_seconds,p95_hold_seconds,avg_spread,avg_slippage,continuation_shadow_trades,continuation_shadow_expectancy_r,reversal_shadow_trades,reversal_shadow_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"stage4_202503_event","EVENT_STUDY","OVERALL","ALL","47","47","34","8","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","0.0","0.0","0.00000000","0.00000000","8","-0.724398","29","-0.296064","2.000","2","47","35160","0","392","352.703","raw_shock_candidates=63899;ticks_processed=10146339"
"stage4_202503_event","EVENT_STUDY","SYMBOL","EURUSD","6","6","4","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","5","-0.089762","2.000","2","47","35160","0","392","352.703","raw_candidates=4378;ticks=1303915;duplicates=1303914;events=6"
"stage4_202503_event","EVENT_STUDY","SYMBOL","GBPUSD","4","4","3","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","3","-0.252144","2.000","2","47","35160","0","392","352.703","raw_candidates=6881;ticks=1424697;duplicates=1303970;events=4"
"stage4_202503_event","EVENT_STUDY","SYMBOL","USDJPY","17","17","11","4","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","4","-1.000000","6","-0.178395","2.000","2","47","35160","0","392","352.703","raw_candidates=27413;ticks=2817234;duplicates=1303918;events=17"
"stage4_202503_event","EVENT_STUDY","SYMBOL","AUDUSD","1","1","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","1","0.051546","2.000","2","47","35160","0","392","352.703","raw_candidates=8758;ticks=1576528;duplicates=1303914;events=1"
"stage4_202503_event","EVENT_STUDY","SYMBOL","USDCAD","19","19","15","4","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","4","-0.448795","14","-0.454415","2.000","2","47","35160","0","392","352.703","raw_candidates=13737;ticks=1898016;duplicates=1303914;events=19"
"stage4_202503_event","EVENT_STUDY","SYMBOL","USDCHF","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","47","35160","0","392","352.703","raw_candidates=2732;ticks=1125949;duplicates=1303915;events=0"
"stage4_202503_event","EVENT_STUDY","SESSION","TOKYO","3","3","2","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","1","-0.777778","2.000","2","47","35160","0","392","352.703",""
"stage4_202503_event","EVENT_STUDY","SESSION","LONDON","4","4","4","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","1","1.193548","2.000","2","47","35160","0","392","352.703",""
"stage4_202503_event","EVENT_STUDY","SESSION","NEW_YORK","17","17","11","3","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","3","-0.265060","14","-0.310963","2.000","2","47","35160","0","392","352.703",""
"stage4_202503_event","EVENT_STUDY","SESSION","OVERLAP","16","16","13","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","10","-0.164816","2.000","2","47","35160","0","392","352.703",""
"stage4_202503_event","EVENT_STUDY","SESSION","OTHER","7","7","4","2","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","2","-1.000000","3","-1.000000","2.000","2","47","35160","0","392","352.703",""
"stage4_202503_event","EVENT_STUDY","HTF_ALIGNMENT","BOTH_ALIGNED","9","9","7","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","1.204819","5","0.676442","2.000","2","47","35160","0","392","352.703",""
