run_id,mode,record_type,key,events,valid_bursts,valid_pullbacks,reacceleration_entries,trades,wins,losses,time_exits,win_rate,average_win_r,average_loss_r,expectancy_r,pf,max_dd_r,avg_hold_seconds,median_hold_seconds,p95_hold_seconds,avg_spread,avg_slippage,continuation_shadow_trades,continuation_shadow_expectancy_r,reversal_shadow_trades,reversal_shadow_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"stage3_1w_event_v2","EVENT_STUDY","OVERALL","ALL","27","27","20","6","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","0.0","0.0","0.00000000","0.00000000","6","-0.632530","17","-0.214874","2.000","2","27","20746","0","392","110.187","raw_shock_candidates=23462;ticks_processed=2709712"
"stage3_1w_event_v2","EVENT_STUDY","SYMBOL","EURUSD","2","2","2","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","2","0.626110","2.000","2","27","20746","0","392","110.187","raw_candidates=2151;ticks=346174;duplicates=346173;events=2"
"stage3_1w_event_v2","EVENT_STUDY","SYMBOL","GBPUSD","2","2","2","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","2","0.121785","2.000","2","27","20746","0","392","110.187","raw_candidates=3157;ticks=375772;duplicates=346228;events=2"
"stage3_1w_event_v2","EVENT_STUDY","SYMBOL","USDJPY","7","7","4","2","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","2","-1.000000","2","-1.000000","2.000","2","27","20746","0","392","110.187","raw_candidates=8074;ticks=745819;duplicates=346177;events=7"
"stage3_1w_event_v2","EVENT_STUDY","SYMBOL","AUDUSD","1","1","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","1","0.051546","2.000","2","27","20746","0","392","110.187","raw_candidates=3978;ticks=432108;duplicates=346173;events=1"
"stage3_1w_event_v2","EVENT_STUDY","SYMBOL","USDCAD","15","15","11","4","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","4","-0.448795","10","-0.320019","2.000","2","27","20746","0","392","110.187","raw_candidates=4550;ticks=505904;duplicates=346173;events=15"
"stage3_1w_event_v2","EVENT_STUDY","SYMBOL","USDCHF","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","27","20746","0","392","110.187","raw_candidates=1552;ticks=303935;duplicates=346174;events=0"
"stage3_1w_event_v2","EVENT_STUDY","SESSION","TOKYO","2","2","2","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","1","-0.777778","2.000","2","27","20746","0","392","110.187",""
"stage3_1w_event_v2","EVENT_STUDY","SESSION","LONDON","1","1","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","27","20746","0","392","110.187",""
"stage3_1w_event_v2","EVENT_STUDY","SESSION","NEW_YORK","12","12","8","3","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","3","-0.265060","9","-0.021318","2.000","2","27","20746","0","392","110.187",""
